review_title,review_date,review_person,ratings,review_text,review_text_pro,review_text_con
"Good opportunities, some politics, great teams!",2021-02-12,"Senior Manager, Business Operations in San Francisco, CA",4,,- Great teams - Interesting work,- Rapid changes to work streams and focus areas
Great place to work!,2021-01-11,"Senior Analyst FP&A in San Francisco, CA",4,,"Nice people, great perks, future outlook","If were are in FP&A in 2020 (not sure anything changed), your role is mostly reporting, which becomes repetitive after a few months."
Very good,2021-02-23,"Claims Specialist in South San Francisco, CA",4,,Good work environment. friendly people,nature of claims handling can be stressful
Thinking about my time at Airbnb still leaves a bitter taste in my mouth,2014-05-15,"AirCorps in Remote, OR",3,,"Great gear You will love most of your coworkers Being able to work remotely was a major plus for me, although this applies less and less in today's Airbnb","No respect or recognition if you work remotely, and that has only gotten worse for US employees who are unable to relocate to San Francisco or Portland. Heaven forbid you have a family and other roots in your own community! Your career with Airbnb is basically over.  Atrocious management.  None of the other lovely benefits mentioned by engineers and HQ folk here count if you don't work in the office  If you work in CS, chances are you will feel taken for granted. That is because you are being taken for granted.  Drama. Obvious favoritism as people are promoted or passed over with more regard for their social status than their competencies. Bias towards promotion of men in CS, even when an individual is less qualified than a woman in that role (and there are more women in the pool than men)."
"Overall, great place to work.",2020-09-10,"Training Specialist in Portland, OR",5,,"Benefits, culture, food team, travel credit, office.",Not the most competitive pay
Great business in spite of itself,2015-02-23,"Marketing in San Francisco, CA",2,,"Tons of energy, very smart and friendly people, incredible food program. The founders are good guys, well-meaning, even if their lack of experience comes through (which it does frequently). For a Silicon Valley company, Airbnb is about as diverse as you'll find, which is a huge plus. Very mission driven, but often in a naively optimistic way.","No understanding of work-life balance - just zilch. This causes burnout and selects for the young, energetic, and naive. The company really needs wisdom and experience in leadership, particularly right now during this period of fast growth, but it's currently loaded with yes-men that won't say no to the founders. In fact no one says no to the founders, even when their ideas are laughable. Employees are highly expendable - like family one minute, being shown the door the next."
"Exciting environment, needs to mature.",2016-11-03,"Anonymous Employee in San Francisco, CA",3,,"-Very exciting to be at a rocket-ship startup like Airbnb. This is the epicenter of the ""tech"" universe. This place has got it all over Silicon Valley, the show. The beards are luscious and everyone get everything delivered....even cookies!!   -Many very smart people work here. Lots of A players.  The new ""adults"" on the exec team are fantastic additions and are making progress.  -Amenities are unparalleled. Workspaces are beautifully designed, the food team is really fantastic especially if you are interested in the origin and quality of your food. Really top notch.  -Great events, some good internal education opportunities.  -Great tech provided for every employee. Support team is fantastic.  -If you are entrepreneurial and have the right boss you can accomplish big things.  -Some great benefits, lyft for work,travel coupons etc....","These arent so much ""cons"" as things to be aware of.  1. The emperor has no clothes. Everyone seems afraid to tell Brian Chesky that nobody and I mean nobody thinks the upcoming product is a good idea.  2. So much Kool-Aid I mean its organic and locally sourced but you better be ready to drink from the fire-hose. If you can go full Stockholm syndrome you will enjoy the ""culture"".  3. Core-values are mostly phony-baloney and a way to sort out the cool kids from the rest. The company misses out on serious talent due to people being eliminated in core values interviews (google it).  4. Work-life balance does not exist yet. people are trying but dont be fooled you will suffer for trying to maintain balance in your life esp. if you have a family or priorities outside Airbnb.  5. Emphasis on drinking at company events and off-sites is not like anything ive ever seen. If you arent a drinker you will feel left-out at events.  6. Most middle managers are inexperienced or coming fromm non-management roles.  7. Developing your skills here is tough at best....."
"All in all, a fantastic company",2020-08-20,"Data Scientist in San Francisco, CA",5,,Wholesome company culture + Intelligent and goodhearted coworkers,Reorgs are common and can be disruptive to work projects
Messy.,2019-10-23,"Research in San Francisco, CA",3,,"All of the usual tech company perks, plus a quarterly travel credit.","*Young, inexperienced mid and senior level management, who leadership believes are ""great."" These young managers are catty, entitled, don't understand people who aren't 25, and don't have a baseline understanding of what they can and cannot legally say and do. *Lacking diversity when it comes to age + race or ethnicity *Top down leadership style *Work/life balance is lacking for many areas *If research doesn't say what design and PMs want, then it doesn't count. If you are a researcher, RUN, and run FAST."
Awesome environment,2020-09-04,"Software Engineer in San Francisco, CA",5,,"Have learned a ton, great salary","None, everything is great here"
Great company and top-notch data science,2018-05-07,"Anonymous Employee in San Francisco, CA",5,,"The data scientists at Airbnb are the best out there. Incredibly smart, from all over the world, and also good and kind people (the best combination). The work is high impact and there is a lot of momentum for evolving the work and function. The demand for data science is high and business partners are hungry for data science expertise. Data university is an incredible program to empower the company with data, and it's a reflection of how awesome the data scientists are that they drive and support this program. It's also neat that unlike at other companies data science experts are in every part of the business and yet keep in touch with each other and have forums to share work (like a weekly learning lunch).  The company itself is fantastic as well. Founder led after 10 years and Brian and leadership have made some great hires recently, driving an inspiring vision for Airbnb.   The company just makes good decisions. I have total faith that we will continue to improve and do amazing work.","Sometimes things don't move as fast as I'd like, but it's definitely improving and an area of focus"
Great place to work!,2021-01-06,"Anonymous Employee in San Francisco, CA",4,,- The people & culture - Inspiring leadership and product,- Lack of clear job advancement/job paths - Work/life balance
Good WLB,2021-01-21,"Software Engineer in San Francisco, CA",4,,"Great compensation, good work life balance",Not as data driven as other unicorn
growing pains that seem to go on forever,2020-08-31,"Software Engineer in San Francisco, CA",3,,"a great mission, a dedicated CEO, good compensation, interesting engineering work can be found","REALLY bad management at all layers, technically immature and bad tech debt decisions will affect the company for years, concerned about poor leadership / toxic orgs"
Pros&Cons,2021-01-02,"Senior Market Manager in New York, NY",4,,"Innovation, Collaboration, Drive, Community and giving back",Many layers and sometimes difficult to find the right decision maker
Great place to work!,2020-08-24,"Recruiting Coordinator in San Francisco, CA",5,,Caring coworkers Great leaders Beautiful office space Delicious and healthy food/snacks Great product,Career mobility is difficult  COVID-19 hit the business hard Layoffs impacted culture
best job,2020-10-03,"Cleaning in Hurricane, UT",5,,cleaning working alone pay on schedule.,sometimes the location and avaiability
Loved it,2020-11-07,"Accountant in San Francisco, CA",5,,Great teams and great people,moved too fast with redundancies
An inspiring and fulfilling place to work!,2016-12-09,"Software Engineer in San Francisco, CA",5,,"- Genuinely supportive and invested coworkers  - Founders are very focused on not stagnating as we grow - Engineers can choose their own team, so you can find a team that suits you in terms of work-life balance / productivity. There's no global company culture of ""workaholics"" or ""slackers"", you really can just find the right role for you - Similarly, it's easy to find the kind of eng role you prefer (product, front-end, infra, etc) - Diversity efforts are the best I've ever seen or heard of in a large tech company. Estaff is very committed to increasing our internal diversity and also making sure there are no problems with discrimination of any kind. (Our mission is ""belong anywhere"" and leadership takes that very very seriously, including internally.) - Leadership is constantly working to fix any employee issues that arise, we take tons of happiness surveys and have lots of communication on how they're planning to improve things that are issues - Basically Airbnb has always seemed very committed to employee happiness, via perks and transparency and inclusion, and it works!","- Sometimes the growing pains can get frustrating and things can move kind of slow, but in my experience it's better than most companies this size - Gym memberships are not included in perks"
Sucks,2020-10-01,"Call Center Representative in San Francisco, CA",2,,"nothing...dont like any of it and dont recommend, poor hours and pay","everything, long hours, no lunch break, no stimulation, low pay"
Good place for product engineers to work,2020-10-01,"Senior Software Engineer in San Francisco, CA",5,,"Product driven, great design, very nice people","Infrastructure and dev tooling lacking, testing is hard"
Fun Company,2020-09-03,"Senior Guest Experience in Lahaina, HI",5,,"Healthy work atmosphere, good pay.",Not a lot of opportunity to move up in the company.
"People are nice, sometimes overly nice, almost hypocritical",2017-04-27,"Software Engineer in San Francisco, CA",3,,"People are nice to each other. Lots of positive thinking; lots of cheerleading. My team is hosting birthdays, anniversaries for every member.  Definitely politically correct, sometimes feel like overly correct.","Cannot speak for other teams, but in my team, performance is purely based upon results. And not on any good results, but certain results desired by the management. You could easily find your contribution ""annulled"" because those results aren't what are cared about by managers.   People tend to avoid direct confrontation and being nice in the first place, then you might find yourself backstabbed. Are there lots of politics? I've seen worse in other places. Lots of people pretend to be caring about core values, cultures, goodness but actually what they care might just be stock units and compensation. This is frustrating to me as I sincerely joined because of some idealistic belief. Now I'm just loathing myself for being naive and stupid.  Well, guess I'll just have to eat the xx up and carry on...."
Run away while you still can!,2017-08-25,"Account Manager in San Francisco, CA",2,,"- Great food (breakfast, lunch, dinner, and amazing snacks) -A plethora of opportunities to travel the world - Impressive name on your resume","Promises are made again and again and there is no follow-up. You can't trust your manager, and to make it worse, you have an abundance of inexperienced managers that unfortunately are not given the tools they need to succeed.  Airbnb is bleeding money and talent, and it doesn't know how to fix it. The level of bureaucracy is unacceptable for a company its age and size. It behaves like a company of 100,000 employees, when it only has 3,000. The growing pains are being felt all over the company, and people are discouraged.   I wish I had a real perspective of what was happening on the inside before accepting my offer. The culture is (or was) amazing, but it won't be enough to make you happy amidst this mess."
"No egos, great people, understanding management, and a wonderful mission.",2014-05-14,"Employee Experience in San Francisco, CA",5,,"Airbnb is the best place to work for 2 reasons. The product and the people. Travel fundamentally changed my life for the better, and I truly believe that building global empathy can be built on travel and connection. This, in turn, will bring humanity to a better place. I'm ridiculously lucky to contribute to this mission everyday thru my normal job.   The people at this company are more humble, more interesting, more curious, and more kind than any other group of people I've ever been a part of. I've built long-lasting relationships with co-workers, and felt incredibly accepted throughout my entire tenure. Grabbing lunch here and meeting someone new everyday is an adventure and a good experience.","Many times we are victims of hypergrowth. This can internally manifest itself as constantly re-vamping processes, that only work for a short amount of time. Hiring people non-stop is hard anywhere. You have to get them up to speed and make sure they can't damage results."
"Decent company, poorly run engineering org",2018-03-11,"Software Engineer in San Francisco, CA",2,,"- Visually appealing office - Good salary and benefits - Free food - Company has a good external reputation, solid growth potential","- More of a hospitality company than a tech company. Engineering isn't a core part of the culture, and it shows in the quality and visibility of the team's work. - Systems receive low traffic levels (compared to those in search, ads, social networking, etc.), so little need to improve efficiency or innovate in the backend space - Weak engineering leadership that won't make hard technical decisions, push through cross-team initiatives like SOA - Senior IC promotions and external hires based more on visibility than technical skill and impact - Steady stream of departures by strong engineers and managers - Culture of niceness and praise to the extreme. Hard to provide constructive feedback, push back against bad projects. - Cramped, noisy desk areas with low-quality monitors and office furniture - Below average meals and snacks"
Explosive growth with an excellent culture and mission!,2018-08-06,"Anonymous Employee in San Francisco, CA",5,,"Summary: I'm really happy here and it's the best job I've ever had. That said, details:  1. People: The people here are really smart, really nice, and really accommodating of healthy work/life balance which is CRAZY important for longevity and long-term happiness. The people are a pleasure to work with, they're helpful, knowledgeable, and REALLY passionate about the company. I have an amazing Manager who advocates for me and it's been such a great experience.  2. Projects: The projects here are those you can't find elsewhere simply because Airbnb is a one-of-a-kind company. A lot of the operational problems we're building and fixing haven't been navigated before. You have a chance to create new processes, projects, and impact in this industry.  3. Culture: This place is serious about its culture or ""Core Values"": do the right thing, advance the mission, don't backstab, don't throw people under the bus, and stand up for the underdog. To give you an idea of the kind of people we want: one of our people raised $20 million for immigrant kids separated from their parents on Facebook-- the largest fundraiser in Facebook's history.   4. Benefits + Compensation: They'll comp you properly, trust me. Airbnb gives a generous total compensation package with lots of stock, fully covered health care/dental/vision for you, $500 in Airbnb credits per quarter, free food (breakfast/lunch/dinner), and all the cool Silicon Valley perks.  5. Flexibility: Work from home, work remotely, take PTO-- just make sure your projects get done. A+++ on this.","1. Disorganization: Hyper growth mode has created some disorganization and issues with accountability. It can be difficult to get things done with random PTOs and a softer culture when it comes to communication.  2. Career advancement: Upward mobility/ career advancement expectations can be slow or unclear because of the disorganization. You have to advocate for yourself and develop a great relationship with your manager.  3. Liquidity: Airbnb isn't a public company so those looking to sell their stocks need to wait for a liquidity event or for the company to IPO. As much as stocks are great, they can't pay the bills so giving employees more opportunity to cash out is important for those of us who aren't billionaires. FYI leadership listened to this complaint and they recently gave us a new way to cash out some of our stock + comp which is a great start."
great place to work,2020-09-15,"Recruiting Coordinator in San Francisco, CA",4,,great team and fun place to work!,lack of career development and some managers were not incredibly supportive
Generally good but lack of accountability in work can be maddening.,2014-07-13,"Customer Experience Lead in San Francisco, CA",3,,"I've met some of the most interesting and unique people from all backgrounds here; I can say that for most of my working time here I have genuinely loved my team and my colleagues. I've also had a lot of freedom to act and take decisions without tons of oversight, and I felt very empowered and happy about this. The compensation and benefits are good.","The freedom I mentioned above has started to go away; as they attempt to run themselves like a real company and not a start-up, there is a sensation of an iron fist clamping down on us. Trying to become a real company (with accountability, transparency, and future profitability) without becoming corporate is hard. Right now I don't feel that Airbnb is doing very well with that."
Pretty darn awesome!,2015-02-26,"Customer Experience Specialist in Portland, OR",4,,"Fantastic benefits including food, travel coupons, schedule flexibility. My direct lead is fantastic and I feel as though this company has built a family of close friends. Airbnb prides itself on making sure we feel part of a bigger community as well as maintaining a unique (and fun!) work culture. The workspaces provide a great environment you can feel comfortable doing your job in. Lots and lots of social opportunities happening, so there is always something to do with your coworkers after you clock out, if that's your thing. Also free booze!","Compensation is competitive, however climbing the ladder to the next level can prove difficult. This company is trying to figure out how to promote and retain employees, but in the meantime you have to find your own place in the company by making the right connections (that political b.s.). Upper management seems aloof of the day-to-day workflows and job requirements. They arbitrarily make unreasonable goals without ever asking for employee feedback and/or understanding the nature of the work we do."
Good Company,2020-09-29,"Engineer Manager in San Francisco, CA",4,,Good company and good benefits,Hit hard by COVID 19
"Overall, great place to work.",2020-09-10,"Training Specialist in Portland, OR",5,,"Benefits, culture, food team, travel credit, office.",Not the most competitive pay
"All in all, a fantastic company",2020-08-20,"Data Scientist in San Francisco, CA",5,,Wholesome company culture + Intelligent and goodhearted coworkers,Reorgs are common and can be disruptive to work projects
Airbnb Review,2020-09-02,"Lead Administrative Coordinator in San Francisco, CA",4,,"Great culture at Airbnb, we really live the mission.",Internal mobility can be difficult to achieve
I found my dream job.,2014-11-03,"Product Designer in San Francisco, CA",4,,"This place is so full of energy, ambition and passion. I love how smart, hard-working and passionate everyone is. Plus they're all great people--who I am happy to call my friends. Airbnb works really hard to ensure culture fit and they do a surprisingly good job. I'm constantly blown away by the talent and personalities around me. Great people. And of course, the work. I feel very lucky to be working on a global platform that helps micro-entrepreneurs and people all over the world feel at home anywhere. It's a really special place and helluva lot of fun.","Airbnb is still a startup in many ways. While in my eyes it's pretty awesome to be a part of a company that's young, dynamic and rapidly growing, some may find it a bit too crazy. We're still figuring out things as we go, and it's not always clear what the process is and who owns what. It gives those that are proactive and interested in having an impact on how Airbnb does things, a lot of opportunity, but it's admittedly not for everyone. Some may find it a bit chaotic. And yes, a lot of folks work very hard here and work/life balance is a bit low. For me, I love what I do and I don't mind a few late nights."
"People are nice, sometimes overly nice, almost hypocritical",2017-04-27,"Software Engineer in San Francisco, CA",3,,"People are nice to each other. Lots of positive thinking; lots of cheerleading. My team is hosting birthdays, anniversaries for every member.  Definitely politically correct, sometimes feel like overly correct.","Cannot speak for other teams, but in my team, performance is purely based upon results. And not on any good results, but certain results desired by the management. You could easily find your contribution ""annulled"" because those results aren't what are cared about by managers.   People tend to avoid direct confrontation and being nice in the first place, then you might find yourself backstabbed. Are there lots of politics? I've seen worse in other places. Lots of people pretend to be caring about core values, cultures, goodness but actually what they care might just be stock units and compensation. This is frustrating to me as I sincerely joined because of some idealistic belief. Now I'm just loathing myself for being naive and stupid.  Well, guess I'll just have to eat the xx up and carry on...."
Run away while you still can!,2017-08-25,"Account Manager in San Francisco, CA",2,,"- Great food (breakfast, lunch, dinner, and amazing snacks) -A plethora of opportunities to travel the world - Impressive name on your resume","Promises are made again and again and there is no follow-up. You can't trust your manager, and to make it worse, you have an abundance of inexperienced managers that unfortunately are not given the tools they need to succeed.  Airbnb is bleeding money and talent, and it doesn't know how to fix it. The level of bureaucracy is unacceptable for a company its age and size. It behaves like a company of 100,000 employees, when it only has 3,000. The growing pains are being felt all over the company, and people are discouraged.   I wish I had a real perspective of what was happening on the inside before accepting my offer. The culture is (or was) amazing, but it won't be enough to make you happy amidst this mess."
High Energy and High Impact Opportunity,2014-11-04,"Anonymous Employee in San Francisco, CA",5,,Amazing energy and motivation across the Company. Clear focus on making a positive impact and doing things differently. Co-workers are very intelligent and dedicated to doing the best work possible. Airbnb takes great care of its employees - more so than any company I've seen to date including Google. The perks and work environment are carefully thought out for what people really want instead of creating a laundry list of things to try to impress people.,"Work-life balance is challenging and there are definite growing pains. Many early employees are learning to adjust to the change of being a growing, now mid-size company - some are doing better than others unfortunately. This causes some politics from time to time and leads to some employee turn-over. The average age of employees is in the mid-20s and the social activities definitely cater to younger people. Employees with families and other responsibilities definitely get left out from time to time."
"Decent company, poorly run engineering org",2018-03-11,"Software Engineer in San Francisco, CA",2,,"- Visually appealing office - Good salary and benefits - Free food - Company has a good external reputation, solid growth potential","- More of a hospitality company than a tech company. Engineering isn't a core part of the culture, and it shows in the quality and visibility of the team's work. - Systems receive low traffic levels (compared to those in search, ads, social networking, etc.), so little need to improve efficiency or innovate in the backend space - Weak engineering leadership that won't make hard technical decisions, push through cross-team initiatives like SOA - Senior IC promotions and external hires based more on visibility than technical skill and impact - Steady stream of departures by strong engineers and managers - Culture of niceness and praise to the extreme. Hard to provide constructive feedback, push back against bad projects. - Cramped, noisy desk areas with low-quality monitors and office furniture - Below average meals and snacks"
Great Company,2015-02-12,"Customer Experience Specialist in Portland, OR",5,,- Well taken care  - Insurance is paid in full  - food and other perks - great coworkers and management - dogs allowed in office - comfortable atmosphere to work  - free education resources (online) and career development resources (these are fairly new I believe),"I don't have a lot of personal Cons myself, but some that I have heard. - Partial weekend shifts (personally I prefer to work one weekend day) - Dogs allowed in office (again, I love dogs, but some folks don't or have allergies) - work processes can change often to adapt to product needs. This is a good thing, but some folks prefer a much more static workflow. All a matter of preference."
Best job I've ever had!,2015-06-07,"Culinary Ambassador in Portland, OR",5,,"-Free food and drinks -Weekly happy hours, great way to connect with the office and have fun! -Lots of opportunities to learn and grow. -Managers do their best to give you projects that you will enjoy. -Large office but everyone gets along really well and truly cares for each other. -Pays much better than my previous management job and I am not currently in management. -Full benefit package: fully paid health, dental, vision and all the other stuff like 401k, AD&D, short term disability, etc. -Lots of PTO -Sick days -Compensation for parking -And much much more","-Not really any cons...some people don't like that you get either Friday and Saturday or Sunday and Monday off...but personally I prefer this. -Wow, first job where I have to think what I don't like about my job and nothing came to mind!"
great place to work,2020-09-15,"Recruiting Coordinator in San Francisco, CA",4,,great team and fun place to work!,lack of career development and some managers were not incredibly supportive
Generally good but lack of accountability in work can be maddening.,2014-07-13,"Customer Experience Lead in San Francisco, CA",3,,"I've met some of the most interesting and unique people from all backgrounds here; I can say that for most of my working time here I have genuinely loved my team and my colleagues. I've also had a lot of freedom to act and take decisions without tons of oversight, and I felt very empowered and happy about this. The compensation and benefits are good.","The freedom I mentioned above has started to go away; as they attempt to run themselves like a real company and not a start-up, there is a sensation of an iron fist clamping down on us. Trying to become a real company (with accountability, transparency, and future profitability) without becoming corporate is hard. Right now I don't feel that Airbnb is doing very well with that."
Airbnb is a Great Place to Work,2017-06-14,"Director in San Francisco, CA",5,,"Mission driven leaders and people. Hosting permeates the buildings. Core values are strong and real. Learning opportunities are endless if you think about it as growth in experience, not just career progression. Good balance of creative and business savvy at the Leadership levels. Citizenship work / help with refugees in inspiring.","Leadership working on scaling / process to scale. It's struggling with startup culture and grown up company. But it's finding it's way. Pace of work can be exhilarating, but if you aren't resilient and clear about your boundaries, it can be hard on your work/life balance. But work/life balance is possible."
Pretty darn awesome!,2015-02-26,"Customer Experience Specialist in Portland, OR",4,,"Fantastic benefits including food, travel coupons, schedule flexibility. My direct lead is fantastic and I feel as though this company has built a family of close friends. Airbnb prides itself on making sure we feel part of a bigger community as well as maintaining a unique (and fun!) work culture. The workspaces provide a great environment you can feel comfortable doing your job in. Lots and lots of social opportunities happening, so there is always something to do with your coworkers after you clock out, if that's your thing. Also free booze!","Compensation is competitive, however climbing the ladder to the next level can prove difficult. This company is trying to figure out how to promote and retain employees, but in the meantime you have to find your own place in the company by making the right connections (that political b.s.). Upper management seems aloof of the day-to-day workflows and job requirements. They arbitrarily make unreasonable goals without ever asking for employee feedback and/or understanding the nature of the work we do."
Analyst,2016-04-03,"Analyst in San Francisco, CA",5,,"Amazing people, great culture, lots of opportunities to learn and be exposed to different aspects of the company. Brian, Joe and Nate (co-founders) make themselves super accessible given their workload and I've learned so much from the regular (bi-weekly) talks they do. I remember reading a glassdoor post before I took the job, which described working at Airbnb as ""life changing, in a good way."" I couldn't agree more!","No 401k matching and almost no financial assistance for education. :(  Of course, it always comes down to your boss and team. I have a 5-star amazing one, but I have a few friends in the company who haven't been so lucky in terms of their managers. Most managers are strong, but because the company's grown so fast I think there are a few people in management positions that aren't right for them or that they don't have experience with. Again though, this has impacted a small number of the many people I know at the company."
Style over substance,2018-03-18,"Anonymous Employee in San Francisco, CA",2,,"- More diverse workforce than other tech companies I've been at, which is heartening","- Work/Life balance is non-existent. Good luck trying to have a personal life after you start working here. - The pay is pretty paltry, no bonus structure, equity package is nothing to write home about. - Decisions are frequently based on ""feelings"" rather than data, which can be infuriating. Data-driven decision making and overall rigor is not something that's naturally part of the culture. It varies team to team based on whether someone came from a company that was better at utilizing data in everyday work. - Airbnb likes to do everything their own way even if there are existing solutions in the market. Not very smart if they think reinventing the wheel is always the right decision. - The caliber of employees at Airbnb is not nearly as good as ones I've worked with at ""Big 4"" tech companies, but they sure think they are hot shots. A lot of arrogance fuels the company at every level. There's a lot of style over substance here. - The SF office looks great out in the atrium, but the desk areas tend to be dark, cramped and loud. Not the best environment for concentrating and getting things done. - Employees get their personal items stolen off their desks on a regular basis with little assistance from Security team. - This is very much a hospitality company first and foremost, and a tech company second. Quite a culture shock if you're coming from a die hard tech company (consumer/enterprise software, AR, VR, robotics, gaming, etc). I've experienced this numerous times: mentioning something marginally technical and being faced with blank stares. - The company is a hot mess internally. No standardization in software, minimal cross-team collaboration, no version history in the codebase (well there might be some but not for everything that gets committed), lots of politics and jockeying for position/visibility, teams are very protective rather than collaborative seemingly forgetting we all work at the same place for the same goals."
It Is Not What It Appears From The Outside,2017-05-07,"Data Engineer in San Francisco, CA",1,,"Airbnb is no doubt a rocket ship. The culture is great, breeds friendliness. Some of the smartest people around in Silicon Valley.","- Data Engineers Are Treated As Second Class Citizens.  - Blogs might give you the impression that there is fancy engineering or data science going on at Airbnb, but that is not true, with the exception of a few open source projects. We have a hard time attracting top data science talent relative to our peers.  - Many managers are not technical enough to understand what we are doing, leads to a bungled performance review process.  - Arrogant attitude that this is the best place to work and why would you want to work anywhere else. Not sure where we lost our humility along the journey... - Lots of red-tape, the speed and innovation at which things happen extremely slow. Generally people are risk averse"
Fun company full of wonderful caring people,2015-01-19,"Software Engineer in San Francisco, CA",5,,"The people are amazing - passionate, competent, quirky and interesting. The perks are fantastic. The rapid growth makes it a great place to learn, since you're constantly solving new technical and social problems. You really can own your own impact and find the best projects for yourself; this requires being able to argue for your point of view, but learning how to do that is a great opportunity in itself. The company really does care about the users, and has a fundamentally positive impact on the world.","The office is crazy crowded, which can make it hard to focus. Hiring lots of new grads means a lot of time is spent answering questions and trying to train the recruits. Also, the interview load is pretty heavy. People tend to work A LOT, so it can be hard to define boundaries and disconnect."
Drink the Kool-Aid or Crush your Soul...,2016-08-10,"Customer Experience Specialist in Portland, OR",2,,"+ Great food program  + Some decent, hardworking, humble people.","+ The Kool-Aid.... The stuff you have to drink to succeed here, yeesh. Half of the things people say make you wonder if some giant, anthropomorphic glass pitcher is going to bust through the wall at any moment, bellowing ""OH YEAHHHH."" I mean, it's totally normal to do your job well AND maintain a sense of personal identity and independence at the same time. I wish that concept was celebrated more often and people weren't hamstrung by an unwillingness to buy into the cult and saturate themselves with Airbnb Kool-Aid.   + Leadership. There is no transparency of what leadership actually does. Many people openly do nothing and micro-manage the joy out of the company while everybody below them (people who are no less intelligent and motivated) do all the work."
Fit In or Get Out,2016-12-06,"Anonymous Employee in San Francisco, CA",3,,"Genuinely smart and nice people who care about the mission. They really want to do the right thing by their customers, both hosts and guests. Lots of opportunity to grow on the software side if you are a strong performer and execute well. If you completely buy into the culture in all aspects, this will be the best job you ever have.","There is not a lot of room for dissent, and the organization is aggressively political in nature. There is a heavy emphasis on fitting in and being the part of the ""Airbnb culture"", and those who don't fit in usually won't last very long. They emphasized diversity in all aspects of the company but thought."
Such an Amazing Loving Culture,2017-12-06,"Cloud Engineer in San Francisco, CA",5,,"Love love love. There is so much love amongst people here. Culture fit interviews to weed about people who can't get along with others and does not have team belongingness. Food is not great but good, love micro kitchens. Good work life balance. People are very understanding. Say if you need to work from home for month or few because of some family emergency. Holiday shutdown. Everyone gets off from Dec 20th till Jan 1st. That's amazing. Very competitive pay. Similar to Google, Fb, Uber, Lyft, Stripe etc. Business outlook is very strong. Where other tech unicorns like uber are burning cash, we are profitable and increasing that yoy. Great product with no real competitor.",Tech is not that strong. Need some good tech leadership and guidance on the path. Food can be better.
Working here has changed my life,2014-11-04,"Anonymous Employee in San Francisco, CA",5,,"- Amazing product. I love working for a company where I believe in the work that I do actually makes the world a better place. - My colleagues are my friends. Truly. I love coming to work and being with these people.  - Work Hard, Play Hard. I've never worked so hard in my life (this is not my first job out of college), but I love it! - Amazing food program. - I get work with people from all cultures and backgrounds. The company values diversity.  - I can be my true authentic self at work. This inspires me to be the best that I can be. - This company has allowed me to diversify my skill set and grow my resume. I am very fortunate for the opportunities Airbnb has given to me.","- Compensation could be higher, but it's an amazing company. - Growth and change can be difficult to deal with. - The company is a new company every 6 months (this could be a pro for some)."
"A Magical, Challenging, Ongoing Party with Some of the Best People in the World",2015-02-12,"Business Analyst in San Francisco, CA",5,,"My favorite part about working at Airbnb is the dedication of the founders. They are often here before me or working later than anyone in the office. Coming from another start up where the founders were constantly traveling or just MIA, this dedication speaks volumes about the overall energy in Airbnb. The founders show a genuine wonder at the company they've built, and that humble attitude translates into an incredible work environment. The culture and core values are actively embraced by everyone. I would look forward to grabbing lunch or happy hour with any single coworker. As a rapid growth company, the work is challenging but rewarding. You will impact the company with the work that you do.","This is not a company that hands out gold stars. Everyone works hard, and they expect and trust others to work hard. You are not micromanaged, which is a Pro in my book. If you're someone that needs your responsibilities and goals spelled out, this is not the environment for you."
Not the company I used to love,2017-03-31,"Anonymous Employee in San Francisco, CA",3,,The founders and their passion for the Airbnb's mission. The workspaces are beautiful and perks are great as well.,"The environment has gotten quite political in the last couple of years. Because of the flat structure across the eng org, it is hard to move up and getting a title change - ex: they don't have a Senior Manager or Senior Director title. The performance review process has gotten more subjective rather than based on quantifiable numbers over the past year as well. Also, while the company and teams don't hesitate to throw money at extravagant offsites and parties, managers have to fight to ensure their employees are getting the pay raise they deserve."
Amazing group of people aligned on a great mission,2015-10-14,"CX Manager in San Francisco, CA",5,,"-Genuinely collaborative and supportive culture. I've experienced this working with people across all departments. -Caliber of hiring for unique combination of functional expertise + cultural fit. The result is a cool blend of great people from the early days, as well as experts from their respective areas, all working together well. -More data-driven decisions than some aesthetic-driven decision from early days. I've met some of the smartest and friendliest data-scientists here, all who have surfaced interesting insights from our data. -Accessibility and transparency of senior leadership. I'm amazed that, even at our company's size, there are still at least weekly company-wide meetings where we can hear about various topics from Brian and other senior leaders.","-Operations and internal processes are generally quite inefficient, but things are getting better. Its a downside of the rapid growth, but sometimes its difficult figuring out who decides on what and how those things should be coordinated through the org. -IT infrastructure still somewhat start-up grade, but improving quickly. Wifi seems to go down regularly (and sometimes power does too)."
