review_title,review_date,review_person,ratings,review_text,review_text_pro,review_text_con
Assistant,2016-03-30,"Assistant in Seattle, WA",2,,"The benefits cannot be overstated, they are unbelievably generous. The mission and resources available to ""drive toward impact"" (a very gatesian term) is noble and lofty. You may also get to work with some of the smartest, humblest, and nicest people in the world and learn so much.","It is more likely that you will work alongside people who are just trying to do their job and stay under the radar. Too many reorgs, too many bad managers, and too much political lobbying for too few promotions from within the organization. Program staff can only get so far and then they just get more work and more responsibility dumped on them and support staff have nowhere to go. When opportunities do arise, it is always a cattle call and survival of the fittest. The most politically well-connected win the day. Skill, experience, competency, commitment don't always mean anything."
Potential to be a truly premier employer,2017-07-19,"Director in Seattle, WA",4,,High caliber staff; mission-driven organization that is having global impact; challenging work that provides career development opportunities; exceptional benefits; very competitive base pay for most roles; workplace amenities.,"High workload and ineffective prioritization by leadership and managers creates employee burnout/frustration and failure to focus on highest priorities (org wide challenge); ongoing turnover of execs on operations side; inability to figure out business and resourcing model for global strategies; ongoing strategy changes/new directions require employees to be highly change agile and comfortable dealing with ambiguity, reorgs, new managers, etc.; terrible commute for Seattle employees due to Mercer/S. Lake Union congestion"
Constant Growth and Learning Opportunities,2012-02-22,"in Seattle, WA",5,,"* The mission and values of the company can't be beat * All health care covered, including domestic partners * Money Share Account in which 15% of your annual pay is automatically contributed by the foundation * They match your personal donations to charitable organizations by 3xs * Many opportunities for promotion if you are a self-starter and proactive * Lots of parents with young kids work here * Wonderful office/campus (across the street from the Seattle Center) *Great commuter benefits","*If you aren't liberal or progressive, this is NOT the place for you * Ethnic diversity is low, despite the work we do. Therefore you can feel like a ""colonizer"" at times. Most of the senior leadership at this (global organization) is white and male- and from South Africa at that. (They just replaced their Asian president of Global Health, and their female president of Global Development with white men- go figure.  * Passive-aggressive, but this also reflects the PNW/Seattle area * Lots of Type A people, and many who don't have a lot of personality * They often overhire, i.e., many of the program assistants (admin assist.) have two degrees."
"good foundation, great mission, questionable internal politics",2014-04-02,"IT Engineer in Seattle, WA",4,,"Great mission, loved the fact that you felt your work everyday impacted others who are less fortunate. The benefits, even as a contractor are great, snacks / drinks on site, wonderful location, right next to the space needle. Great compensation for my position, I have heard this is similar throughout the organization, at lots of levels. On-site cafeteria is amazing, probably on par with Microsoft campus, if not better.","Bizarre internal politics, team A will let team B fail just so they can claim 'they told you so', things I've never seen in corporate america or anywhere really. A lot of times as a contractor you will be dangled a carrot (of a full time position) that will never materialize (minor critique)."
Competitive Environment with very Smart Co-Workers,2013-09-22,"Program Coordinator in Seattle, WA",4,,"Everyone can agree that the Bill & Melinda Gates Foundation does world changing work. I have worked there in two different capacities two different times in the last 9 years and the culture of highly competitive, extremely intelligent people remain. The company still operates as a young organization in that it embraces new ideas and it's always evolving. People who dislike change would not be happy here. The benefits can't be beat and the environment is stunning in the new campus. They encourage working from home and remote work, which is helpful in the sometimes intense and stressful office environment.","This is a company of academics, there is not a lot of silliness or fun happening at this organization, which makes sense due to the importance of their mission. There is a competitive feeling throughout the company that can feel oppressive, but they still embrance a sense of creativity and change. They constantly re-org often with little to no notice or reasoning behind the changes which is pretty jarring, so you have to be someone who can embrance change easily to thrive in this environment."
Culture is intense. Mission is inspirational. Benefits are awesome!,2014-04-17,"Business Analyst in Seattle, WA",5,,"- You will never lose your job because of the economy - You will be around the most passionate, intelligent, and dedicated people on the planet - The benefits are incredible especially if you have a family","- You will likely lose your job because of burnout or a random reorganization - Consultants will probably get the roles you want. If you're working in supporting the mission outside of the grant-making process (such as in IT, Finance, HR etc), you will feel a little left out from the grantee-facing work - Culture is highly political and heroic efforts are expected. Sometimes, you will wonder whether better planning could have prevented the heroic efforts"
Where smart people go to feel stupid...,2015-11-22,"Senior Program Officer in Seattle, WA",3,,"Amazing bright colleagues, inspiring mission, great benefits, most people in the country will return your calls.  Great learning opportunities.","They hire some of the best and the brightest, but then give them little power to act on it. Unrealistic faith that great strategic planning and technology alone can change the world Too much value placed on to ""manage up"" -- especially to Bill (that guy in the corner office)"
A fast-paced place to learn tremendously but you have to like being under constant stress,2012-12-02,"Program Assistant in Seattle, WA",4,,"If you like being around smart interesting people with amazing backgrounds and ambitions, BMGF is great. You learn a lot and if you have a great manager, can grow.   Lots of resources for creativity.","Generally a stressful and competitive place. HR and management is poor-- not a lot of transparency, accountability and feedback loops, poor consistency and standards, lots of people without management experience doing management. Lots of smart people means lots of ego to deal with. The organization is constantly reorganizing and this is also stressful. Top and bottom heavy organization with little clear upward mobility within the organization."
"Bad culture and employees are used, burnt out and discarded.",2017-10-26,"Senior Program Officer in Seattle, WA",1,,"The BMGF is a place where you can make a difference, but see below for the downsides. Working for the BMGF is very interesting and can be rewarding, but you need to celebrate internally because no one ever says 'thank you' or 'good job'.","Terrible work environment and culture. The pace and the demands of the job eventually wear you down mentally and physically and many employees end up needing mental health care. Everyone who works on a scientific or technical team is eventually forced out of the organization by their manager or management, usually in a horrible undignified way. Employees are used by the organization until they are burned out and then they are cast adrift. The co-chairs when asked will admit that they aren't looking for long term employees. What matters most to the BMGF is the Gates' family brand."
Great opportunities for hard working individuals,2016-01-24,"Senior Program Assistant in Seattle, WA",5,,"The mission of the foundation is one that makes you proud to come to work every day. That coupled with an amazing facility to work in and smart, caring coworkers, make it a great place to work.",Opportunities for advancement are far and few between. It isn't impossible but it not only takes hard work but you need the good fortune of a manager who cares about your career. Not everyone finds themselves in this fortunate situation.
"The foundation is an excellent place to work: amazing co-workers, great benefits, gratifying work.",2011-08-10,"Program Coordinator in Seattle, WA",5,,"The staff includes some of the brightest, most focused, most empathetic people I've ever worked with. The gold-plated benefits package includes amazing health insurance, 3 weeks paid vacation (which you're encouraged to take) + 2 weeks sick + holidays, 3 months full paid maternity leave. There are some international travel opportunities, depending on which section you work in and your role. The work is generally fascinating. Everyone is very proud of the mission.","It is difficult to move upwards in the organization - positions such as Program Officers and Senior Program Officers generally require many years of work experience. There is no natural career progression within the foundation. The foundation is still growing rapidly as an organization, and thus many of its internal processes and systems haven't kept up well with its growth -- meaning there are often IT and communications frustrations, and a seeming lack of internal structure. Some managers have little-to-no experience or training in managing employees."
"""Every human life has equal value... unless you work here""",2012-08-13,"Program Officer in Seattle, WA",1,,Amazing to work on projects with the potential to have scaled impact on people's lives  Some of the smartest most talented people I have had the pleasure to work with (but they are not the managers and leaders),"One of the most poisonous political environments I have ever experienced - this is academia supercharged with large check books. Fifedom's abound.  Senior managers lack good management skills and have no accountability for their own organizational health  Very little visability with executives/leaders - senior managers control all the information flow.  Incredibly bureaucratic for an organization of this size - Microsoft has a more nimble bureacracy than BMGF  Many unhappy people inside who live in fear because they have few career options in Seattle with the same prestige, so they are forced to stay there   Abstracted from the real work on the ground and depend too much on consultants who make $200+ per hour to inform their decision making.   Don't value on the ground immersion and don't reward telling the truth when something is not going well on the ground, in fact they punish it"
Where are the black people?,2019-09-12,"Program Officer in Seattle, WA",1,,"They do alot of work around the world, but at the same time it's hard to know whether there is actually real positive impact. Everyone was very nice throughout the interview process.",Very white place with no diversity....look on LinkedIn and you will see that most of the profiles are of white people. There are alot of women but again mostly white women that all look the same. When I interviewed I didn't see any black people at all. It makes you wonder what they mean by diversity because if you can't source any black people to work there then that's a major problem. There also seemed to be alot of former consultants so that should tell you something about their priorities.
"Great mission, great organization - IT Organization Broken",2013-03-31,"IT Project Manager in Seattle, WA",2,,"The mission is incredible and there are a lot of smart people working hard to achieve it Amazing campus and great benefits Work/life balance can be great for many who take advantage of the ""flexible work styles"" For geeks you will have all the Micorosft latest and greatest at yuor disposal","For anyone in IT it is a disfunctional and ineffective organization. The CEO is a very smart and capable man but is very introverted and his focus his up the organization. This is a huge problem as his ""leadership"" team are incompetant and lack even basic management skills. Their traits range from basic immaturity to emotionally unstable; there is also a ""boys club"" whose behaviour is oftern very inappropriate.  The result of this lack of leadership is spinning at the lower levels; no clear strategy, inablility to make simple decisions effectilvely and worst of all a huge waste of foundation resources."
"Horrific culture, great benefits",2016-08-12,"Senior Program Officer in Seattle, WA",2,,Benefits ( one year paid paternity/maternity leave; free health care) Access (influential individuals),"Leadership and employee base lacks cultural competence, particularly in light of the communities the organization works in. There is an overall lack of people of color. Employee surveys explicit reflect that there is a culture of fear, arrogance, and white is right. McKinsey and Deloitte clones run the organization. Look at the lack of racial diversity of the organization, especially within leadership. How does one justify this?"
Good deeds done cheap,2020-08-13,"Senior Program Officer in Seattle, WA",1,,"Amazing mission, nice amenities and parking","Lots of politics, no loyalty"
Challenging and Rewarding,2011-04-27,"in Seattle, WA",5,,"- Being a part of the mission is inspiring - Benefits are great - It is challenging to work here, which I find very satisfying - We are given amazing resources to do our job - Flexibility - Opportunity to work on really interesting and engaging projects - Opportunity to work with gifted and passionate co-workers - It is always fun to answer the question ""where do you work?""","- We sometimes over think our solutions and fail to see the simple answer in front of us. - There are a small percentage of employees who lack humility and spread an unblanced amount of negative energy to those they work with. It appears that thier behaviour and attitudes are tolerated by management, which is frustrating. - We rely on temporary consultants for a lot of strategic work and thinking rather than our own internal long term resources. (This is improving)"
"Great people, excellent benefits - and exhausting",2016-06-03,"Anonymous Employee in Seattle, WA",4,,"Great people, some of the smartest and most interesting coworkers I've ever had. A mission to believe in and opportunity to learn a lot about the work and partners' work. Fabulous benefits.","Can be very political. No established/obvious track to advance, which means it's all up to the manager if you get opportunities to grow and develop. People management has only more recently started to be considered important; there are lots of smart people with very specific skill sets hired because they're experts in a specific field, now expected to people manage."
"""Every human life has equal value... unless you work here""",2012-08-13,"Program Officer in Seattle, WA",1,,Amazing to work on projects with the potential to have scaled impact on people's lives  Some of the smartest most talented people I have had the pleasure to work with (but they are not the managers and leaders),"One of the most poisonous political environments I have ever experienced - this is academia supercharged with large check books. Fifedom's abound.  Senior managers lack good management skills and have no accountability for their own organizational health  Very little visability with executives/leaders - senior managers control all the information flow.  Incredibly bureaucratic for an organization of this size - Microsoft has a more nimble bureacracy than BMGF  Many unhappy people inside who live in fear because they have few career options in Seattle with the same prestige, so they are forced to stay there   Abstracted from the real work on the ground and depend too much on consultants who make $200+ per hour to inform their decision making.   Don't value on the ground immersion and don't reward telling the truth when something is not going well on the ground, in fact they punish it"
Where are the black people?,2019-09-12,"Program Officer in Seattle, WA",1,,"They do alot of work around the world, but at the same time it's hard to know whether there is actually real positive impact. Everyone was very nice throughout the interview process.",Very white place with no diversity....look on LinkedIn and you will see that most of the profiles are of white people. There are alot of women but again mostly white women that all look the same. When I interviewed I didn't see any black people at all. It makes you wonder what they mean by diversity because if you can't source any black people to work there then that's a major problem. There also seemed to be alot of former consultants so that should tell you something about their priorities.
"Great mission, great organization - IT Organization Broken",2013-03-31,"IT Project Manager in Seattle, WA",2,,"The mission is incredible and there are a lot of smart people working hard to achieve it Amazing campus and great benefits Work/life balance can be great for many who take advantage of the ""flexible work styles"" For geeks you will have all the Micorosft latest and greatest at yuor disposal","For anyone in IT it is a disfunctional and ineffective organization. The CEO is a very smart and capable man but is very introverted and his focus his up the organization. This is a huge problem as his ""leadership"" team are incompetant and lack even basic management skills. Their traits range from basic immaturity to emotionally unstable; there is also a ""boys club"" whose behaviour is oftern very inappropriate.  The result of this lack of leadership is spinning at the lower levels; no clear strategy, inablility to make simple decisions effectilvely and worst of all a huge waste of foundation resources."
"Horrific culture, great benefits",2016-08-12,"Senior Program Officer in Seattle, WA",2,,Benefits ( one year paid paternity/maternity leave; free health care) Access (influential individuals),"Leadership and employee base lacks cultural competence, particularly in light of the communities the organization works in. There is an overall lack of people of color. Employee surveys explicit reflect that there is a culture of fear, arrogance, and white is right. McKinsey and Deloitte clones run the organization. Look at the lack of racial diversity of the organization, especially within leadership. How does one justify this?"
Most incredible workplace in this world!,2018-02-18,"Finance Leader in Seattle, WA",5,,"When I joined the foundation ~ 2 years ago, I hardly understood the impact it would have on my life, both personally and professionally. I have never met a more passionate, kind and humble group of people. I feel privileged and honored to have stood by your side and call you my colleague. Even though my time there was short - I wouldn't trade it for the world! This is one of the best jobs in this world and we are so blessed to be able to be part of this mission.   Pros include:  1. Surrounded by some of the most talented and caring people on this planet.  2. Great work life balance with competitive salary and benefits. The benefits are almost too good.  3. Opportunity to work on the the toughest problems in this world.  4. Incredibly humbling to work for Bill and Melinda Gates. They are a huge inspiration to this world.  5. Making this world a better place for many generations to come.  6. CEO, Sue is very inspiring and doing a great job at running the org.","Overall, the foundation is a phenomenal place. Here are some areas for development.  1. I really wish there were company wide OKRs to be shared x-foundation. The teams / departments felt siloed.  2. Program ELT are very ""formal"" and it was difficult to connect with them as people. I felt like I needed a PHD in every subject on this planet from an Ivy League institution to even understand them during Org wide All Hands.  3. Instill pay for performance to motivate teams to work better together.  4. Over collaboration: When working on programs / projects, the foundation tends to over collaborate and ensures that feedback from every person and use case is taken into consideration. This makes it difficult to launch systems, processes, etc."
Good deeds done cheap,2020-08-13,"Senior Program Officer in Seattle, WA",1,,"Amazing mission, nice amenities and parking","Lots of politics, no loyalty"
I worked in the programmatic side at the foundation for 4 years,2013-09-06,"Programs in Seattle, WA",5,,"Great opportunity for impact, networks, wide range of experiences and the chance to grow and develop as an individual contributor.","Surprisingly risk averse group of people who lack creativity as funders. Raikes has all the right intentions, but does not have the respect he needs to change things at the level of the directors and deputy directors.   Too many staff that do not share foundation taste for ""silver bullets"" leads to dysfunction as try to do things not strictly on strategy."
"Best of Times, Worst of Times",2014-10-07,"Professional/Program in Seattle, WA",3,,"-Phenomenal salary and benefits. -Very bright colleagues -Access to the best minds and most cutting-edge work in your field -Opportunity to support amazing people doing amazing work -Culture of genuine commitment to mission by both staff and management (though I encountered some careerists, too) -Excellent work flexibility as long as you perform, and the tools you need to take advantage of that flexibility -Great business/IT/ops/travel/Events, etc support teams. -Great food, generous events.","-What others have written about the politics and bureaucracy are true. The place can sometimes feel like something out of Kafka or Heller.  -It's also true that it can be a very cut-throat place, but that varied by team, manager, and director.  -And it's also true about the perpetually shifting sands, continual reorgs, and endless Powerpoints. I think one reason for this is the unrealistic goal-setting, at least in some program areas. Departments often set themselves up for failure by setting goals that are nearly impossible and whose achievement they have no control over.  -Permanent sense of inadequacy: Despite year after year of positive reviews and 360s there was always a nagging sense of inadequacy. (As one colleague, a Stanford PhD, once put it, ""I've never worked anywhere where I felt so dumb."") I felt bad about myself all the time, even when I was winning awards for service. -There is a lot of churn, and very little chance for advancement. But it should be noted that the organization is very up-front about this. They make it clear: No career ladder. And while there are no formal ""term limits"" for program staff, there's an expectation that you'll cycle back into your field after 3-5 years. -All the policies and tools that enable you to work anytime, anywhere--which is great for flexibility--can, along with all the pressure, make work-life balance difficult. (But some managers and directors do try to mitigate the problem, with some success.)"
Amazing and Rewarding Place to Work,2011-05-06,"Applications Technician in Seattle, WA",5,,"- I have always felt I am a valuable and contributing part of the foundation.  - My participation is always valued and requested. - Opportunity for personal growth is amazing - Compensation and benefits are more than fair. - Outreach possibilities within the community are encouraged - Foundation fosters a family-like work environment. - Incentives are high for ""green"" workplace/commute",- It does take quite a bit of effort and and indeterminate amount of meetings for decisions to be made.  - Organization as a whole is slow to change
"Toxic, hypocritical organization",2014-02-08,"Analyst in Seattle, WA",2,,"good salary, some good friends, interesting projects, helping people globally - not much else I can say. Oh yes, nice campus, but the ""security"" people are absolutely suffocating and arrogant.","horrid management, game playing, toxic/incompetent management, WAY too many contractors that create undue pressure and a revolving door, competitive environment where people stab each other in the back and get away with it, the worst HR team on the planet. SO glad I'm gone from this place. The only thing that kept me there was the money/benefits, but I just nailed a role with someone else making more. Nice... Can't wait to recruit the good people way from this toxic organization."
Director,2017-05-04,"Director in Seattle, WA",4,,"It is the best of all worlds; mission driven, in a time in history that is unique, where our mission is understood and has such an opportunity for impact at scale; enough resources and investments to gain personal experience and personal growth; In the middle of defining and building a great internal culture; Amazing benefits, fulfilling work, good people, emerging values.","Get stuck in old stories, emphasize the complexity and difficulty in the work rather than the opportunity, put self care behind the mission and in turn lessen our impact."
I would not go back to BMGF if they paid me a million dollars/year.,2015-11-20,"Communications Officer in Seattle, WA",2,,"The pay and benefits are outstanding. There is certainly a feeling of ""cache"" when you work at Gates, the people you meet are incredibly intelligent, the travel can be exhausting but so satisfying.","I would not go back to BMGF if they paid me a million dollars/year. This is an organization that is so poorly run, that wastes *unbelievable* amounts of money, that ""re-orgs"" departments every time someone sneezes (laying off long-term employees, moving people around like chess pieces). Top-heavy, cliques, does not care about the human beings who work there; we were all just bodies and brains to play with."
program assistant,2015-12-19,"Anonymous Employee in Seattle, WA",4,,"Great colleagues, great mission, great atmosphere and great benefits. Lots of interesting trainings and guest speakers available on campus","Always feel like the dumb one in the room, quite stressful and low pay for support positions. Managers not always trained in management skills. Limited advancement opportunities."
Horrible culture and lousy hiring,2017-04-25,"Anonymous Employee in Seattle, WA",2,,Great benefits and competitive salary.,"This is not a company that lives by a set of principles. If you ask any employee, what are the principles you think that operate here - most likely answer will be ""selfishness"" - which is counterintuitive when you look at the mission. Arrogant self-promoters and middle management with no values is the norm here. There is a belief in ""rock star"" syndrome which deters collaboration and stifles ""growth mindset."" The place is inundated with political hawks who are there to score points at the expense of the mission. Humility is not appreciated nor rewarded."
"Contribute to the greater good, but make sure you take care of yourself",2014-11-10,"Anonymous Employee in Seattle, WA",4,,"The mission is fantastic. The benefits are amazing. If you are on a good team, the colleagues are great. Most people have their heart in the right place.",It's a large group of type-A personalities in one space. Tools don't always work together. Can be very bogged down with red tape and the culture can be fraught with minefields. Some teams are quite dysfunctional.
It really depends on your team,2016-03-27,"Associate Program Officer in Seattle, WA",3,,"-These are the smartest people I've ever worked with. Very little ""dead weight"" that you find at other organizations in this field. Most people here are here because they want to be, otherwise they could make a lot more money in big pharma. -Compared to other non-profits, staff are very well supported (in terms of assistants, travel, etc.) Probably less than private sector though. -No easy problems. The work is always challenging. -Great benefits.","-The mandate is always expanding, but human resources are closely capped. Always asked to do more with less. -Happiness here really depends on your team. A few teams are really well-managed, and those folks are very happy. But that's the minority. -Really top-heavy structure that focuses on bringing in top talent at the top but does not work to grow their people from within.  -Many technical experts put into management positions that are not in their skill set.  -Tendency to gloss over the root causes of staff dissatisfaction by having more ""team-building"" and parties, but not fixing fundamental flaws. -Program assistant and contract staff are often treated wretchedly. We hire all these bright, enthusiastic kids in their early 20s with MAs already who think being a PA is a foot in the door here, but it isn't, and then they are so unhappy in assistant roles."
There are much better places to dedicate your time and talents to!,2018-02-01,"Senior Program Officer in Seattle, WA",2,,"Flexibility, good work/life balance (besides the travel, but that comes with the industry), generous benefits, and the chance to work with some fantastic grantees and partners.","Disfunction comes from the very top, and creates a lot of fear, toxicity, inefficiencies, and wasted resources. Although large in staff size and endowment, Gates is a family foundation with active benefactors and has never (successfully) reckoned with the fact that family values, perspectives, and ways of engaging with staff might be fundamentally at odds with the ""data-driven, impact-oriented, feminist (ha!)"" institution that BMGF spins itself as. The generosity of the Gates Family is (obviously) worthy of celebration and respect, but they often treat their staff with disrespect and create a culture where fear of being wrong (or, gasp, just acknowledging we don't have all the answers) gets in the way of any genuine learning, sharing, and progress.   There is also a culture of constant complaining and negativity that gets old immediately. The lack of humility (and, to be frank, connection to reality) is truly astounding; it's an institution and culture that celebrates and seems to incentivize grandstanding amongst all levels of staff.   I had a decent boss, autonomy with my work, and loved making grants, but the culture and leadership was uninspiring on the best days and painful the rest of the time. I've worked at a variety of academic, public, and private institutions over the past several decades and have never had a workplace where people crying (yes, crying) was a regular occurrence. Leaving felt incredibly freeing, and I have been much, much happier at another global health institution."
It's better than you've heard,2013-11-25,"Associate Program Officer in Seattle, WA",4,,"Working at the Gates Foundation provides an opportunity to be on the leading edge of work in your field with very smart colleagues, generous salary / benefits, and immense resources. People are, by and large, there because they're passionate about what they're doing. The Foundation is working very consciously to improve both their external and internal reputation. The connections you make while working there will take your career in amazing directions.","Seattle culture infiltrates the Foundation. There's a lot of talking and there can be annoying turf issues. Expensive outside consultants are used too often and consultant-speak unintelligible to normal humans is ubiquitous (e.g. ""boil the ocean"", ""surface learnings"", ""convening""). It is a family foundation, too, which means that an extraordinary amount of energy and time are devoted to getting and keeping the ""co-chairs"" engaged in your work. If they don't get or agree with the direction of where you're going, it doesn't happen. There is a definite bias toward technology solutions, even where they aren't appropriate. And it is easily the most narcissistic place I have ever worked. ""Tell us more about us! Tell us how bad we are! We want your open and honest feedback!"" My biggest frustration is the lack of internal mentors or conscious career development. That and ""the matrix""-- which alludes to the number of people you need to involve in anything you do. It's been humbling. Know that it is not a ""dream job"".   The best way to get there is to be great at what you do in your field. I ignore anyone who hits me up on LinkedIn because they've ""always wanted to work at the Foundation!"". That starts happening a lot once you begin working there."
"Strong mission, hard culture",2017-10-13,"Program Officer in Seattle, WA",2,,"Smart colleagues, mission, pay, benefits, physical space, impact on the world. Some marginal improvements in the culture. CEO ethical and has good ideas. Bill and Melinda are inspiring and the work is really important.","I’ve been at the foundation for 10 years and the lack of collaboration at exec level remains a challenge. Lot of good talk about culture but everyone knows that senior execs throw each other under the bus and go to Bill to get funding. Loss of top operations leaders (COO earlier, CFO leaving soon), who modeled the right collaborative behavior and culture attributes, has been disheartening. Commute to/from east side getting worse and worse."
Great place to work!,2016-08-26,"Program Assistant in Seattle, WA",5,,"Amazing benefits, beautiful campus and meaningful work. The people who work there are passionate for what they do and believe in the mission.","The issues that are worked on are so important that work life balance can be a struggle. When a person knows that their work might impact people's lives they tend to put more time and effort into it, meaning home life can suffer."
Real commitment to culture change.,2016-07-01,"Operations Manager in Seattle, WA",4,,"An amazing mission, many wonderful caring people, challenging global problems, and incredible resources make for a stimulating and dynamic environment.","There's a serious effort underway to improve the culture, and unlock the true potential of this place. It will take some time, but I'm impressed with our CEO's commitment. Culture is a top priority for her and I'm seeing hopeful signs that we're on the right path."
Happy Happy,2016-11-30,"in Vienna, VA",5,,"Absolutely compelling mission and an opportunity to work with world-class people from all over the world in health, development and education. There is some turn over at the foundation and most professionals come in at a mid-point in their careers and stay for a few years before moving on to the next big thing.","Sometimes difficult to see the nexus between the work being done in Seattle and how it is actually affecting people in the ""field."" Management is improving - in particular with some recent hires of true managers in the fields the foundation works in."
Deputy Director,2015-12-23,"Deputy Director in Seattle, WA",4,,You get to work with extremely smart and impressive colleagues. You get to invest in creative entrepreneurs and innovators who are trying to change the world for the better.,"It takes almost a year to earn ""your operating license"" within the organization and too much time is spent on internal process versus investing and working with the field to maximize impact."
Great mission; poor culture,2017-01-19,"Senior Program Officer in Seattle, WA",2,,"Work on large-scale, transformative solutions to gnarly global challenges. There is no other place that does this kind of work at this scale. People are very smart (& they know it!).","The culture is very bad and management is very slow to implement change. A recent employee survey quoted the culture as one of ""sharks and vultures."" There is also an unspoken hubris centered around the 'white savior' complex that manifests itself in the outsized influence we have in the global development space. This is due, in part, to the lack of diversity in hiring both ethnically and academically. It is not a humble organization and it does not hire a lot of humble people b/c the outspoken, self-promoters are rewarded and thus, that behavior is reinforced. I have seen my colleagues plagiarize the work of our grantees, take credit for work they did not do (through benign 'lack of acknowledgement'), relentlessly self-promote, and hide failures in order to protect their reputations - all so, they can be visible. Additionally, there are few opportunities to get promoted despite the plethora of jobs. In one instance, I heard a manager say that ""we hire for a job; not a career.""  Even many long term staff admit that the only reason they stay is b/c of the ""golden handcuffs."" The salary and benefits are so generous that it makes it hard to leave, especially in Seattle where there are few other options where you can go to do mission-oriented work and still make a corporate salary."
The awesome benefits in no way justify the lack of leadership and general decency for many are treated.,2012-03-31,"in Seattle, WA",2,,The benefits package is great and comprehensive. New campus is beautiful and gives an appearance of transparency. Location near Space Needle is a bonus.,"No understanding of the difference between leadership and managing/supervising. Non liberal/democrats will be shunned -- in the most passive/agressive manner possible, as this is predominant personality trait at foundation. High-school cliques, bad-behavior, gossip and mis-information determine one's perceived value, as senior-most managers take and any bits of information to churn out what they later call ""performance reveiws"".  HR exists to protect upper management, period. No ability for this entity to assess, resolve, mentor, guide or direct employees that don't see eye to eye to resolution."
Stressful Environment,2015-11-19,"Program Assistant in Seattle, WA",3,,Benefits are amazing and you are exposed to ground breaking and important ideas and leaders. The people that work there are very mindful and caring in their pursuit to solve some of the world's biggest problems.,Very stressful environment. They suck the life out of you. There is no work-life balance even though they try to convince you there is. The upper management is not in touch with what the real work involves. They take imprudent shortcuts to look like they are saving money. There is a definite imbalance between the intellectual/academic knowledge and good business practices. They hire for a very specific bit of expertise and then there is verylittle mobility within the organization -- especially at the lower levels.
Still maturing as an organization - Positive experiences far outweigh the growing pains,2011-05-19,"Information Technology Professional in Seattle, WA",4,,"- The mission of the foundation helps you get through the tough times, and lifts you up through the good times - Without question, You work with the best and the brightest in any respective field, at all levels of the organization. - The foundation's clients (grantees) are some of the best and brightest as well, and are highly passionate about the work that they do - Operates more like a corporation than a grass-roots 501c3 (can be good and bad) - Good information sharing from executive management. More face-to-face time with execs than your typical medium sized organization. - Excellent suite of benefits - Excellent physical work space with a strong emphasis on the employee, alternative working styles, etc  Counterpoints: - An appropriate amount of growth/management opportunities availible to those up to the task. One can't complain about having inexperienced managers as well as having no growth opportunities. The inexperienced managers are in place because they were given the opportunity to manage. - The foundation is highly diverse, particuarly within Global Development, Global Health, and IT. You will work with individuals from all over the word, with rich experiences from a multitude of organizations and cultures.",- Consensus driven conservative decision making. As a result it is difficult and generally more difficult costly to acomplish tasks and projects compared to other non-profit/for-profit organizations - High number of IT consultants/contractors can make knowledge retention and consistent strategies/methodologies a challenge (noticiable full-time hiring ramp up within the last 6 months though) - Operates more like a corporation than a grass-roots 501c3 (can be good and bad) - Limited process consistency across the various grant-distributing facets of the organization that should run in a similar manner. This makes IT solutioning difficult.
Rode hard and...yeah...,2016-05-15,"Project Coordinator in Seattle, WA",1,,"The mIddle- and low-level employees that actually get the day-to-day work done are amazing individuals. Some of the smartest, most compassionate people I've ever met. Great benefits package (5 stars). Salaries are good for those coming from the non-profit world, but no where near where they need to be for the level of work that's being done (1 star).","Leadership is not interested in employee development whatsoever. They say that each person has a budget allowance for it each year, but in 8 years, none of my requests were ever approved. Management is more interested in paying BIG BIG bucks to McKinsey and the like instead of developing their own talent. Good employees are used and abused and then unceremoniously let go when their positions have been ""phased out"" due to yet another reorganization."
Program Officer,2015-07-06,"Program Officer in Seattle, WA",2,,"There is no shortage of opportunities at the foundation. If you are proactive and don't get burned out (and have a decent manager) you can certainly create opportunities to grow and learn while you are there. But you will most certainly need to create them for yourself. If you come into the right role, you will have the world at your fingertips.   What is said about the benefits and compensation is true as well. It's really a first class package and above any industry standard for many of the positions here.","As an individual who had previously only worked at small organizations, this was an eye-opening experience for me. I can only imagine that it must be akin to working in a massive bureaucracy or government agency.   Everyone is on a different page here and things are constantly evolving at a rate that seems nearly impossible and certainly irresponsible. Restructurings of teams and strategy refreshes come rolling down the hill before teams are even able to get their feet under them. It's all quite MSFT-y in the culture and driven by a very, very old-fashioned, centralized, top-down management structure. Achieving any sort of actual results towards the mission within this environment is not impossible, but it certainly is the exception.   Managers are not incentivized to manage, lead, or make decisions. They are all accountable as individual contributors, so at the end of the day they are looking out for themselves. Nearly everyone who walks through the door (and I will certainly admit I am not immune to this) is on the personal quest for their own significance as it relates to the mission. This can very often override the greater good and any sense of working as a team.   The most important thing to know in all of this is that every dysfunction leads back to the founders themselves. Much of the problems are not solvable because of this fact. No one is able to have frank conversations with them. They dictate the culture at the very top and this drives everything else below. An annual results review meeting with each team is like presenting in front of a royal court. The weeks and months of churn and anxiety that lead up to these meetings are astounding and this is just one example.    Bottom line: go there for the opportunities, go there for your own career, but don't go there expecting to actually contribute to social impact."
Program Officer,2016-12-31,"Program Officer, Global Development in Seattle, WA",5,,"Stimulating environment and excellent place to work if you have a fantastic manager and autonomy. You'll find people who love the foundation and those who don't, and the differentiating factor is very often your manager and portfolio.",You'll hear mixed reviews of managers. There is too much inward focus on strategy. The organization could use more soul and a more earnest ear to hearing outside criticism.
