review_title,review_date,review_person,ratings,review_text,review_text_pro,review_text_con
#OneTeam,2016-03-17,"Anonymous Employee in San Francisco, CA",5,,Super intelligent and progressive people working on a product that has fundamentally changed and continues to change the world. The new org structure is shipping great product at a really fast cadence and there's a vision from the recently returned founder Jack that has invigorated the company. Collaboration and the open sharing of ideas is encouraged and good ideas get executed.,Parking is relatively expensive. In the past there's been a revolving door of leadership but that seems to be behind us now. Market sentiment for Twitter is poor right now and that's never a good feeling but we have a great product roadmap and an iconic brand that will only get stronger in the coming years.
"Twitter is a fantastic place to work. It has a culture of communication and trust, and the benefits are great, too.",2013-08-01,"Site Ops Technician II in Atlanta, GA",5,,-Challenging and interesting work in a Big Data environment -Collaboration is made easier by strong company values and friendly co-workers. There are some issues communicating across many locations -The company encourages a culture of learning and growth. There are classes and talks almost every day on various topics and most of them are available to remote employees via video streaming. -Great benefits including unlimited vacation time and free snacks/drinks. You get a good amount of t-shirts and other swag too.,"The datacenter works on West Coast time, so the hours can be late. Many datacenter employees have to work one weekend day every other week as well."
"Great Company, Lots of Opportunity",2016-04-04,"Manager in San Francisco, CA",5,,"Twitter is an amazing place to work with a great set of benefits, and good work life balance.  I came in to the company very skeptical, and I even turned down my initial phone screen. A manager gave me a call and talked me into coming for an in office interview. After the interview I was convinced this was an opportunity I couldn't miss.  In my time here I've had the opportunity to work on big project, and really grow my career. I would recommend everyone give it a shot.","There is a lot of attention focused on Twitter. This can be distracting, but speaks to the importance of the company."
Working at Twitter is excellent!,2015-02-08,"Sales in San Francisco, CA",5,,"Collaborative, progressive culture. Opportunity to make things happen, and to have your voice heard. Leadership is transparent and communicates fearlessly with employees. Benefits are great, from excellent healthcare (for you and your family or +1) to perks like fitness reimbursements. Twitter has excellent training and learning opportunities, helping professionals continue to grow in their skill sets and discover new areas of interest. Additionally, I believe that Twitter is doing great things in this world: liberating voices, assisting in the igniting of revolutions, and bringing light to things that matter around the world.","$401k plan could be better, but Twitter is identifying and seeking to resolve this. Pay should be more competitive."
Sales team going through growing pains,2015-06-05,"Anonymous Employee in San Francisco, CA",4,,"The ability to work with highly energetic and ambitious teams is a plus. There are some managers in the org that are fantastic and will take you far, especially if you are still determining your career. There is also the ability to move around internally to different teams to try something new. There is also a good work-life balance and is a good place for people to start families.","Sales team is in a stage where they are no longer a ""start-up"" type org and are subject to red tape and bureaucracies that really slow down efficient work flows. However, it still struggles like a start-up with inabilities to get resources and a developed work stream to help the sales team sell.  Compensation is weak in comparison to other companies."
"Great culture, smart engineers",2016-01-30,"Systems Engineer in San Francisco, CA",4,,"Very smart people. Excellent culture, excellent perks.  Ignoring all the stock price turmoil, the company has an excellent core. Although the company is roughly 4k people, it is not yet corporate. You can still make a difference with the work you do, and don't feel like a part of a machine (like a Google or Facebook).",Management changes are a constant distraction. Compensation and performance reviews are constantly changing.
Work with the brightest and most passionate people in the Bay Area!,2013-07-30,Anonymous Employee,5,,"- Twitter has more integrity than other companies. We respect the user's voice as well as our employees.  - Twitter employees are passionate about changing the way the world communicates. You get to work with a diverse group of individuals who share a common mission. - Twitter promotes from within. You get an opportunity to expand beyond your current expertise and scope. You are always learning.  - Despite growing 10x in my time here, I actually feel that our talent level has increased from the early days. We are able to attract the best talent in engineering, sales, sales marketing, comms, legal, BizDev and finance.",- A rotating door of product management leadership has hindered the product strategy for many years.
"Immediately open and trusting, Twitter has allowed me to make big designs and solve big problems with little friction.",2013-07-25,"Software Engineer in San Francisco, CA",5,,"Twitter is very open and transparent inside the company, with little friction caused by bureaucratic nonsense. From my first day I've been able to make big changes to the code base and deploy these changes to production. It has been relatively easy to work with coworkers across teams to complete broader projects. I've always felt compensated fairly for the work I do, and I've never felt the need to consistently work long days.","It's in an interesting state as it has been making its transition from small start up to big company, and many internal processes have not scaled. Twitter is developing corporate infrastructure to preserve it's culture at scale, but it's not quite there yet."
"An unparalleled environment that is supportive, creative, and values-driven",2014-12-18,"Sales Strategy in San Francisco, CA",5,,"My direct team is first class—I really don't think there's another company with a stronger department than ours. As a result, my colleagues are incredibly innovative, collaborative, and fun. I learn something new every day, and my manager is an incredible advocate on my behalf. I see Twitter's core values acted upon frequently, and I really believe the company operates with incredible integrity. The compensation and perks are wonderful—and though my work/life balance occasionally teeters against my favor—my workload is generally respected. I am incredibly optimistic about our future—and I strongly believe I can be at Twitter for a long time, as inter-department and office transfer is strongly supported.  Leadership constantly stresses the importance of the employees—their contributions are highlighted, and I get the sense that our satisfaction is paramount. It's really easy to do your best work here.","I feel like any ""cons"" at Twitter are nit-picking. As the company grows, it's harder to find the information you need (though they're working on that), or the people with whom you need to speak. The rapid pace of the business means we make mistakes that we don't always own up to externally, even though we'd like to. Internal critiques can be occasionally be brutal, and externally we're an easy target for the media (it can be tough to ignore). Engineering and Product teams seem to have a less positive experience than those in the Revenue group, though I'm really hopeful that will change now that leadership is secure."
Program Manager,2017-04-20,Anonymous Employee,3,,Perks are great. Great brand recognition. There are some talented people working at the company. Some great work is being done.,There are caustic people/orgs within the company that are allowed to stay around. There is a lack of product innovation at the moment. No accountability for people to do their work. Much of leadership hasn't had experience working to turn around a company. High attrition coupled with layoffs have hurt company productivity.
Sales,2018-04-19,"Anonymous Employee in New York, NY",5,,"Incredible learning resources, inspirational leadership, strong values & fantastic culture, amazing work spaces, solid work life balance. A place where there is always something to learn and talk about. Firm commitment to diversity and equal pay for genders. I've been here a few months, and am incredibly impressed with the direction of the company, how it invests in it's people, and the resources and opportunity at Twitter. It really is a fantastic place to work.",Can be highly competitive. which can be detrimental to the collaborative team process
"Amazing and challenging work, a lot of responsibility with really smart and nice people.",2013-07-25,"Senior Software Engineer in San Francisco, CA",5,,"Great benefits (food, pay, health, work from home, etc), good work/life balance, intelligent people, challenging work, many opportunities to be influential. Executive staff on a first name basis. Great open door policy. Location (downtown SF!).","People are spread pretty thin. While that means each person does A LOT, it means getting new things done is hard since there aren't enough people to do it. We need more engineers desperately."
Do not recommend TWTR.,2015-08-25,,1,,"Not bad lunch and dinner, compared to other similar companies. However, easily you get sick of repeating menus and the smell from the kitchen at 9+ floors. Sadly, this is the only thing you'll love.","Messy inter-team collaborations, harmful politics, lack of protection for employees against unreasonable management. Of course, the product sucks and no one really cares about what you do inside and outside of your company. A culture that inevitably makes colleagues become opponents against juicy work and promotions."
Twitter review,2015-07-08,"Policy Specialist in San Francisco, CA",4,,"Perks, Benefits, Flexible hours, Friendly staff. Very casual environment but people want you to succeed. Meetings are short and you have to be on point and direct. People seek feedback and want your feedback. The benefits are similar to other tech companies and comparable. And of course, the food is amazing.",Not understanding of growth Transparency on career development  Leveling within the department is skewed and unfair
"Best company, job, and product I've ever seen",2015-02-06,"Senior Account Executive in Los Angeles, CA",5,,"- Exceptional office culture and passion for the product - Transparent leadership that has a very clear vision for the future of Twitter -- and is always open to share it! - Wonderful people, really cannot say enough on this one! - A product that works and adds true value to our users and partners -- I've worked for MANY tech companies and this is not always easy to find","Honestly, nothing. I'm saying this in comparison to the last 4 tech companies I've worked for!"
The best culture you'll find,2018-03-20,"Director in Atlanta, GA",5,,"Culture - smart, driven, yet team-oriented people (this is a rare combination). I genuinely love who I work with (and our motto of #LoveWhereYouWork is honored throughout the company) Mission - people at Twitter love the product and what it is doing in the world",There's always outside noise as everyone (especially the media) likes to give their opinion on the company and the predictions about the business.
"bad culture, bad engineers",2014-11-10,"Software Engineer in San Francisco, CA",1,,"okay perks, good salary, some interesting work","leadership is bad. culture is very weird - I was in one of the hardest working teams, but on average people worked 40 hours a week and a great deal of that was spent not actually working. very easy to see why the company is struggling to increase profits because under-achieving people are paid high salaries to barely work. the engineers are not smart (I do not understand why so many people say their bar is high) and not all that fun to work with."
Twitter is a place with interesting problems and opportunity for personal growth,2019-02-13,Anonymous Employee,4,,There are lots of interesting problems to work on and you will have the opportunity to take on as much responsibility as you want. Generally you can choose your work/life balance. I do believe Twitter is a mission driven company and if you are passionate about improving the quality of public conversation then this is the place for you.,"Teams have autonomy, which gives you the freedom to work on what you think is important. Sometimes this results in teams duplicating work or can make cross team efforts difficult. I do think the company is getting better at coordination and focus."
Starting to see hire and fire culture,2014-02-08,"Software Engineer in San Francisco, CA",2,,"Many teams are good and twitter-20 is true (a.k.a great food, you gain 20 pounds).","Twitter was previously great place to work.  Unlike to bigger companies like Google, there could be better opportunities but the management has FAILED to scale the organization well. Managers have no interest in setting up the new hires for success, they are focused on getting short term results. Thus leading to many cases of hire and fire."
Great company,2015-09-07,Anonymous Employee,5,,"Exciting projects to work on, modern technology stack, amazing co-workers. The amenities are really good too with fantastic food, healthcare, perks, etc. Overall the biggest thing is that the people are just great and the product is a huge part of our modern society.",It's getting to be a bigger company so with that comes more overhead and process. Also compensation (especially equity) isn't as good as it use to be but still seems somewhat decent.
Awesome place to work!,2016-02-10,"Senior Software Engineer in San Francisco, CA",5,,Working with talented people using a technology stack that makes me super productive (Scala / Finagle / etc). Twitter has some amazing infrastructure technology and it's really easy to get things done. My manager is great and cares about my career growth and goals. She keep the team productive and ensures blockers are moved out of the way as quickly as possible.,"I spend a lot of time working on incremental improvements to service reliability, rather than hot new projects. But that's mostly okay with me!"
Great team and good company,2016-02-23,"Software Engineer II in San Francisco, CA",5,,Every one on the team is smart and nice! Every one is willing to help. The engineer culture is great. Very flexible working hours.  Nice food and good benefits.,Every coin has two sides: the flexibility in working hours means working at night or weekend is needed some time.   Stock price dropped harshly last year.
This was the most stressful and dysfunctional job I have ever had. I got out as soon as I could.,2017-07-31,"Editor in San Francisco, CA",2,,Some good coworkers made the experience almost bearable on a good day. And sometimes there were interesting problems to solve.,"This was a generally chaotic and autocratic work environment. The organizational chart, so to speak, is top-heavy with managers and C-suite denizens."
A great experience overall!,2018-11-21,"Senior ML Engineer in New York, NY",5,,"* Work/life balance, the company supports esoteric schedules * Benefits and office perks (food, snacks) * Smart and passionate coworkers * Great push from management to be an inclusive and diverse place to work at * The product has a lot of room for improvement leading to creative initiatives",* It is harder to have an impact from a distributed office than from the SF HQ * High turnover in senior management making it hard to rally behind them
"Fast paced, startup-like feel with big-company resources and perks",2015-02-19,Software Engineer,5,,"I really like how Twitter focuses on transparency and has a small company feel. Frequent all-hands meetings bring everyone together around our common goals. Everyone is helpful and is pumped to make things better. From a tech standpoint, Twitter pushes the industry forward in many areas.",Have to be able to ignore the noise of working at a public company that gets a lot of attention. Fast paced environment may not be for everyone.
Senior management doesn't have a grip on the company. It feels more like a Burning Man camp than a military operation.,2017-03-28,"Staff Software Engineer in San Francisco, CA",4,,"Lots of flexibility on what to work on, especially if you've got some seniority.","Constantly shifting directives, reorgs and alliances make it difficult to find solid ground to stand on."
"Love the work, don't love people here for the money",2015-02-06,Anonymous Employee,5,,"All the standard stuff you'd expect. Challenging work, big impact, smart people, blah blah blah. The big difference is that every company thinks it affects the world, but Twitter really does.","My biggest concern is internal snark and people only here for the stock. There seems to be an overlap between the two. Fortunately it's not the majority, but it's distracting."
Very good,2015-11-12,,3,,Very good environment with great people and atmosphere. I really like the location too very close to downtown Sf with great culture and talent.,"The working culture is not as great as a start up. You work in a team from 10 to 20 people which is not as a start up atmosphere and it was not as fun as other com,many"
Best job I've had in ten years of tech,2016-08-23,"Anonymous Employee in San Francisco, CA",5,,"Smart, dedicated coworkers. Highly collaborative environment that I enjoy coming to each day. Hours are reasonable, pay is very competitive, benefits are incredible, and managers are competent and thoroughly trained to manage people—no micromanaging, credit takers, or fail-up leaders in my group. I'm very happy here after a year.","The worst part of working at Twitter is the reputation we currently have, and combating the negative news and gossip."
Software Engineer,2016-08-18,"Software Engineer II in San Francisco, CA",5,,"Smartest people in the valley, great culture of transparency and accountability, excellent exposure to the business side of things and the most amazing food at any Silicon Valley company","Stock dips, high profile management attrition, product communication issues and talent attrition. The shuttle service could be better though I can't really complain"
"Amazing company, great product",2016-04-29,,5,,"Best company I've seen as far. The company just treat employees so well. Amazing free food, free gym courses, amazing people to work with. Jack is awesome and inspiring. You might worry the company's future, but still it's IT company waves, twitter is a great product, there is no doubt for that.",free foods make me eat to much.
Ad Ops Support Specialist (Contractor),2018-03-04,"Ad Ops Support Specialist (Contractor) in San Francisco, CA",2,,"For anyone interested in Advertising Operations within start-ups & bigger tech companies, this role provides really good introductory exposure to the general processes & terms.   As far as general perks - the company also has free breakfast & lunch with 3 different cafeterias & a huge variety of food (which obviously doesn't hurt).   To be transparent, I think just having the title ""Twitter"" listed on my resume was the most I gained from this job (which is saying a lot because I worked there for a year).","Management wise – I think there’s a pretty strong lack of communication & clarity throughout the Ad Ops department on a lot of different things. Going into this role, I assumed that there would be a very in-depth few weeks of training on the entire system of Twitter’s Ad Ops Department, as well as the products they supported. Instead, it was turned out to be 2 days of very general/vague Powerpoint slides, accompanied by the popular slogan “just mess around with it”. After those 2 days of training, it’s like they just assume you’ll learn everything else on your own. This may work for some people, but definitely didn’t seem to be the most productive method in my opinion. Since I started, I think the training process has improved with new Videos they’ve implemented, but I think there’s still a really difficult learning curve for people coming into the role largely caused by the training process not being as thorough as it can be. Managers & Superiors will often say you can always ask them if you have questions, but from my personal experience, I sometimes felt like it became obvious when you broke past their patience level with one too many questions. And again, I think the need for new people to ask so many questions in the first place could be prevented with a much more thorough training process.  As far as the culture of the Office, I think there’s one gigantic elephant in the room: the Contractor vs Full Time Employee (FTE) distinction. Going into this role, you begin as a Contractor employee, meaning you work full time (40 hours per week) but you’re paid hourly (rather than salary) & don’t receive as many benefits. From my own time here, I think I feel pretty confident in saying that the majority of people really don’t want to be a Contractor employee. Most (if not all) people would prefer the FTE title if eligible. However, it never feels like anyone in Management is proactively looking at your potential & recommending you apply to specific FTE roles. They never mention any current FTE openings or offer any constructive feedback about what’s needed to be an FTE. You really have to do it 100% on your own. They estimate that around 1/3 of employees eventually become eligible for conversion to Full Time, but I only noticed a very small select few that this occurred for during my time there.  Speaking from my own personal experience – I only received positive feedback on my work during my time there, but was still never recommended an opening for an FTE role or personal advice for how to progress professionally. This sometimes just made it feel like you were working a thankless job, where no one was really noticing what you were doing. And a lot of the FTE work was 100% in the scope of Contractors to be able to perform once given sufficient training. One could even argue that some of the work processes you do as a Contractor are just as challenging as the FTE work. Thus, it essentially creates a feeling where the work space is very clique-based dividing Contractors & FTEs. Management frequently say that they appreciate your work & everything you do, but in the same breath will explain that only FTEs are eligible for certain perks/outside of work events."
Intern,2013-10-28,,4,,Free food. Great responsibility.Great office. Start up environment. Intelligent people,Getting big is actually troubling the company
"Amazing experience working for a company changing the world, one tweet at a time!",2015-03-02,"MBA Intern in San Francisco, CA",5,,"Company mission, amazing culture, work autonomy, great work-life balance","Some employees have lost the startup ""hustle""."
Great Place To Work,2015-12-05,,5,,The free food is great. The atmosphere is good and the location in the City is a big plus. I enjoy the people I work with.,They don't offer many benefits for commuters traveling in from the east bay. They do let you use wage works but BART is getting more and more expensive.
"Great place to work, despite many growing challenges",2017-07-05,"Anonymous Employee in San Francisco, CA",4,,"Amazing perks, smart and fun people, huge growth potential both personally and for the company, great campus, access to upper management","Terrible middle management (young and inexperienced), unclear product vision, poor compensation for being so well known, layoffs, not the best reputation."
Off to a great start!,2018-05-05,Anonymous Employee,5,,- Great CEO - Open & collaborative - Endless opportunities to move and grow in your career - Compensation & Benefits - The free food is INCREDIBLE,401K match is on the lower end
Director and Associate General Counsel,2018-06-24,"Director in San Francisco, CA",4,,"Good perks, challenging and interesting work at a mission-driven company","Near-constant shifts in strategy and lots of attrition, including in exec staff."
Good place to work; a way to go culturally,2019-04-23,"Senior Program Manager in San Francisco, CA",4,,I joined TWTR pre-IPO and loved it. I liked the team oriented culture and the people with whom I worked.,"As the company grew, it lost a lot of its culture and spirit. In some departments, face time is a big issue."
Great culture,2017-08-23,Anonymous Employee,5,,- Great culture focused on collaboration  - Highly talented people in all areas - Powerful product that has global awareness and reaches hundreds of millions of people,- Can be challenging to move some projects forward
Great culture,2019-01-09,"Anonymous Employee in New York, NY",4,,"Perks are first-rate Shift to Dorsey as CEO helped company re-prioritize People are nice, eager to help",Leadership was questionable and revolving door Company solved for rev growth at the sacrifice of product innovation which hurt user count No clarity into career growth beyond surface-level support
Empowered to do my best work.,2015-02-09,,5,,"Working with the smartest, nicest and most talented people. Being provided with all the resources necessary to do your job. Tons of growth potential. Transparency from Leadership. Excellent benefits. Flexible time off policies. Oh, and yes, the food is amazing.",Can be difficult to navigate organization.
Great Start!,2015-08-03,"Software Engineer - Search in San Francisco, CA",5,,"I joined Twitter to make an impact, experience the culture and be associated with a brand and company I believe in all the way to the top.",Nothing I have experienced so far
Great,2016-12-10,"Product Manager in San Francisco, CA",5,,"Terrific people, terrific brand, huge challenges, working at scale, well fed, lots of perks, people care about Twitter both inside and outside the company",Negative news cycle can be draining. There was a lot of overlap in management that took about a year to remove.
Organized chaos at senior management level,2019-03-01,"Staff Software Engineer in New York, NY",4,,"Great, smart people Interesting technology Interesting challenges at scale","Constant reorgs Revolving door of senior execs (colloquially referred to as 'reorg thursdays') As senior exec roles stabilized, there was a lot of turf-grabbing"
Great Culture - Sales,2019-04-02,Senior Client Partner,5,,- Great culture overall - Great leadership in the customer organization - Clients beginning to believe in the product/company - Resources/Learnings to take advantage of,"- None I can think. Maybe, things can move a little fast if you are new to the company."
I feel lucky every morning.,2014-03-21,"Software Engineer II in San Francisco, CA",5,,"Great people, great food, great compensation, great learning opportunities, great opportunities to jump into the fast growing code-base. You get to do what matters to the world. Great work/life balance as well.","Well, I am not a big fan of San Francisco. It's a dirty and dangerous city."
Great place to work,2016-05-10,"Senior Software Engineer in San Francisco, CA",5,,Everyone I work with is really down to earth and passionate about Twitter.,"Sometimes it feels like we're swimming upstream, but ultimately it just brings us closer together!"
Twitter is awesome!,2020-02-24,"Software Engineering Manager in San Francisco, CA",5,,"Great vision, transparent leadership, collaborative culture, diversity",I cannot think of any cons at the moment
Great place to work,2013-05-13,"Software Engineer in San Francisco, CA",5,,"great people, great product, casual atmosphere","I personally do not like being in the crowded city, but you may love it."
"Excellent people, benefits, perks, salaries. CEO inspires.",2014-03-27,Engineering Manager,5,,"People - smart, available, collaboration Perks - coffee, food, beer and wine Benefits Salary Great leadership Open communication Inspiring CEO",Still some growing pains despite the size of the company. Internal transfer process is messy. More diversity needed. Work/life balance
"Great work environment, struggling company",2016-10-31,Anonymous Employee,4,,"Amazing talent, great workplace perks and employee benefits, world changing product","Poor management, frequent changes in overall strategy"
Overall great company,2017-04-17,Anonymous Employee,4,,Really collaborative and supportive environment. Employees are encouraged and incentivized to help team members succeed. Super flexible with PTO and WFH.,Not a ton of opportunity for promotion within the company.
This was the most stressful and dysfunctional job I have ever had. I got out as soon as I could.,2017-07-31,"Editor in San Francisco, CA",2,,Some good coworkers made the experience almost bearable on a good day. And sometimes there were interesting problems to solve.,"This was a generally chaotic and autocratic work environment. The organizational chart, so to speak, is top-heavy with managers and C-suite denizens."
Project Coordinator,2018-07-28,Anonymous Employee,5,,"Great work environment, I really enjoyed my time working here.","too many Russian bots, couldn't find a solution to stop it."
really good,2014-03-06,,4,,impressive salaries and potential and benefits. I really like working here. Awesome.. Great going..,Too much pressure. Hectic work hours and schedules. Very aggressive. Too much competition.
"Overall a great experience, ups and downs along the way.",2014-11-16,Anonymous Employee,4,,Culture is great for the most part.,Side effects of a growing company are tough. Not the small startup it used to be.
Account Manager,2015-10-12,"Senior Account Manager in San Francisco, CA",4,,"Great work environment, rewarding work.",Very limited career opportunity in remote offices.
Pretty good company to work for IMO.,2017-10-09,Anonymous Employee,4,,"Free meals, office in San Francisco, quality culture, nice people.",Poor management and limited career growth.
Happy working here,2015-12-04,,4,,"Smart, fast moving, the product has potential that wasn't fully realized yet.","individual compensation and promotion a bit messed up, no everyone is awarded on the same measure."
Public Policy,2016-09-25,Public Policy,4,,Great team and great work,Unstable executive leadership (constant churn)
Great people but poor leadership,2016-09-30,,2,,Extremely bright people will surround you Most are trying to do the right thing as best they understand it,A few bad leaders are really causing most of the company issues.
#LoveWhereYouWork is more than a phrase,2018-03-16,"Client Partner in Chicago, IL",5,,"Autonomy, flexibility, transparency, culture and hustle",Twitter isn’t great at managing underperformers or inadequate managers
Smart and kind people - it is what you make of it,2018-06-01,Anonymous Employee,5,,"People Culture A product that is changing the world Benefits (parental leave, gym, cell phone, etc.)",Long hours (though it's what you make of it)
anonymous9999,2019-03-06,"Staff Software Engineer in San Francisco, CA",4,,Good problems to solve and culture is vibrant,Management provides check box style help and not personal help.
Great Culture!,2019-11-17,Client Account Manager,5,,Free breakfast Free lunch  Great culture and ERGs,Work-life balance is good but could be better.
Great place to work,2013-05-13,"Software Engineer in San Francisco, CA",5,,"great people, great product, casual atmosphere","I personally do not like being in the crowded city, but you may love it."
"Excellent people, benefits, perks, salaries. CEO inspires.",2014-03-27,Engineering Manager,5,,"People - smart, available, collaboration Perks - coffee, food, beer and wine Benefits Salary Great leadership Open communication Inspiring CEO",Still some growing pains despite the size of the company. Internal transfer process is messy. More diversity needed. Work/life balance
"Great work environment, struggling company",2016-10-31,Anonymous Employee,4,,"Amazing talent, great workplace perks and employee benefits, world changing product","Poor management, frequent changes in overall strategy"
Sales,2017-12-13,Anonymous Employee,4,,- Amazing People - Strong Mission,- Reactive Leadership - Too influenced by media and investors
Strategy,2017-12-21,,4,,"Great people, fantastic culture, fun projects","Not many, and many much needed changes to the platform are occuring"
Amazing company,2018-05-30,Anonymous Employee,4,,Amazing work environment and good place,Peer pressure and a lot of politics
Great place to work,2019-01-16,"Business Manager in San Francisco, CA",4,,"Great, flexible job environment, great bosses",Lack of transparency through the company and your boss.
Controlled Chaos & what a great ride,2019-04-11,"Head in San Francisco, CA",5,,"People, culture, vision, responsibilities, work ethic",Crazy growth and rapid change
Energetic place to work for,2014-01-03,"Software Engineer in San Francisco, CA",4,,"Great People, dedicated and fun work atmosphere","Few Benefits, comparatively bad healthcare plan"
Great name but also greatly chaotic,2015-02-17,"Program Manager in San Francisco, CA",3,,"If you like fast paced work where self-direction is essential, this would be a great place to work. For product launches there were late hours for the team I worked on.",Long hours is probably the biggest downside. There is pressure to stay late because everyone else is doing it as well.
Strategic Sourcing Manager,2015-11-07,"Anonymous Employee in San Francisco, CA",1,,"Free food, working with some smart, hardworking and talented people.","Like a bad high school environment. Very clicky and must drink the Twitter kool-aid to be heard. Very strange for what is supposed to be a progressive environment. People talk the same, sound the same, only accept one style of work methodologies. Also, poor senior management to director levels. Too green, not seasoned and again, all talk the same, walk the same and act the same. Though they preach to be transparent and open, there is very little listening and of course, no execution when someone is being heard. This is a big reason Twitter is struggling. Instead of building a unique environment where all types of thinking are challenged and welcomed, you must conform to things like walking with someone to the bathroom to ensure you make contact and connections with someone. Really? And you better believe that an unseasoned manager will call you out on it too.   Better yet, what about the management that preaches but then takes advantage of the company at every turn. They pass along work so they can work out at the gym for 1.5 hours or talk about their personal problems in a professional workplace. Out of control and there is very little accountability. The funny thing is the people that work hard, smart and can help achieve greater success are forgotten or run over by those manipulative, untruthful and power hungry for themselves."
FA,2016-08-14,Anonymous Employee,4,,Great people and good tech perks.,Lots of management changes at the company.
2011-2014,2017-04-19,Anonymous Employee,4,,"Culture can't be beat, especially in ny","Long hours, product is challenging"
Software Engineer,2018-05-06,"Software Engineer in Seattle, WA",5,,"great people and environment, challenge","pressure, work hard, far from home."
Love Where You Work,2018-06-04,Anonymous Employee,4,,Awesome food for lunch! Great culture.,Talent retention could be better
Software Engineer ii,2018-07-22,Anonymous Employee,5,,Cool place Nice food Lots of learning opportunities,Long commute  No dinner
Incredibly disappointing and frustrating experience,2019-03-14,Analyst,1,,Company name on the resume,"They hire managers across the board who fail to simply understand what their teams do. They turn a blind eye to mistakes that cost the company $ if you're in the 'bro club'. A lot of politics and favoritism. They promote open communication but feedback/advice to management is not well received unless positive. Honestly, a horribly toxic environment where I experienced unfair treatment, harassment, sexism, and racism."
Interesting problems,2019-04-22,SWE,4,,New management is highly focused,Not much that I can think of
"Good life, okay career",2019-09-08,"Site Reliability Engineer in San Francisco, CA",5,,"Good perks, people and balance",Work can be boring
nice experience,2020-06-13,"Software Engineer in San Francisco, CA",4,,nice food  good projects nice teams,some extra hours of work in weekends
Culture,2014-04-02,"Anonymous Employee in San Francisco, CA",3,,Fun work environment. Good pay.,Terrible neighborhood. Lack of leadership. Had to work many hours. Corp culture being ruined by an IPO mentality. Poor user growth based on lack of consumer marketing and too many brainiacs creating the on boarding process.
Awesome company!,2014-08-12,"Senior Financial Analyst in San Francisco, CA",5,,"Everything is really great at Twitter. The benefits, people, impact, everything.",I cannot think of anything to put here as a con.
recruiter,2015-10-28,"Anonymous Employee in San Francisco, CA",3,,"most hiring managers are collaborative. Good food, good perks. Good people who work here.",Unstable management across the whole company. Management does not invest in professional development of employees.  Some hiring managers do not view recruiters as partners.
"Very political, esp with new leadership",2016-01-26,Anonymous Employee,1,,"The people are great Free food is awesome If you live in SF, the commute is easy","Very political climate Very bro-y For a 10 year old company, it is a very immature place Benefits are NOT competitive at all. They will lie to you about this."
No life outside of work,2014-01-30,"Software Engineer in San Francisco, CA",1,,"Good work, snacks and food. Twitter has a lot of smart people.","- unspoken requirement to be available all the time (in many teams) - forget any life outside of work (some teams are good), all in the name of passion. Good luck with having a life if you are not a manager. - rather bad middle tier management"
software engineer,2016-02-14,"Software Engineer in San Francisco, CA",3,,good work life balance; decent work and perks,not a place to be in the long run
"At Twitter you can learn a lot, and enjoy very good work life balance, but it's hard to get things done",2019-01-16,"Staff Software Engineer in San Francisco, CA",3,,Work life balance and learning experiences,- Do not respect deadline enough - Hard to get things done because of the complicated processes.
Mediocre,2012-04-25,"in San Francisco, CA",2,,"If you're an Engineer, it's not a bad place to be. If you're not, avoid.",Disorganized and weak management. Lots of junior managers in senior roles.
Not what I expected,2015-06-17,,2,,"Fair pay, perks and learning opportunities.",Not a very friendly culture. Blown out. People are overworked and disgruntled.
Best days are behind it,2016-08-31,,2,,"The food, working in SF, the product does real good in the world.","Inability to change or evolve the product. Attrition of strong engineers, and a leadership gap."
"Good engineers, poorly managed",2017-10-07,"Senior Software Engineer in San Francisco, CA",3,,The engineers are very smart and I learned a considerable amount from them.,There are too many engineers and management move slowly for fear of alienating existing users.
"Great perks, lousy direction",2015-11-13,,2,,"location, perks, friendly people, volunteer opportunities","lots of politics, lack of direction"
Depends on your manager,2019-09-05,"Senior Project Manager in San Francisco, CA",3,,Twitter takes very good care of its employees overall. Positive office environment and great benefits and very competent colleagues.,"However, job satisfaction and work/life balance vary dramatically depending on one's team and manager."
meh,2015-10-23,"in Chicago, IL",1,,the perks are great if you can use them,"lacks communication, growth and work life balance is awful."
Not for me,2017-06-26,Anonymous Employee,1,,"Food was tasty, if not always the healthiest","Poor management - not supportive, innovative, or strategic"
Experience,2015-06-08,"Anonymous Employee in San Francisco, CA",1,,Great brand and resource to create opportunity,constant change and management is not confident in plan
sales,2016-05-20,"Anonymous Employee in San Francisco, CA",1,,friendly company and good reputation,revenue down and facebook is much more reputation.
Recruiter,2017-08-13,Anonymous Employee,1,,"Cool office, nice lunch, good location","Terrible management, horrible office politics"
Mixed bag,2019-08-14,"SWE in San Francisco, CA",1,,Great work life balance overall,"Poor management, poor oversight, and reductive culture"
test,2018-07-26,Anonymous Employee,1,,great place to tweet about.,"long hours 7/24/365./ tiring, exhausting."
Great company,2023-04-22,"Site Reliability Engineer II in London, England",5,,"Great company, great culture, it's a shame Musk is destroying it",Since Musk took over the company is being destroyed
Twitter Review,2023-04-18,Legal Policy Associate in Singapore,5,,Great place to work Awesome and amazing culture Work life balance,Takes time for change to happen within organization
Twitter 1.0 was ace,2023-04-11,Director Procurement,4,,Great colaborative environment. Dedication to employees Focus on continuous improvement,Work life balance could have been a lot better Twitter 2.0 was a mess
