review_title,review_date,review_person,ratings,review_text,review_text_pro,review_text_con
Good place to work but not the best place to work.,2014-12-12,"Anonymous Employee in Seattle, WA",2,,"Best benefit package. Great retirement benefits.  Some awesome pool of smart super intelligent people.  People from diverse background understand and follow the mission. Great campus. Get to meet with Bill & Melinda, Mr. Bill Sr., and also Warren Buffet.","Not the best place to work. Hurts to see that many people don't even follow the mission. Apparently 'All lives have equal value', is not practiced by each manager. Amazing to see that your title speaks so much about the behavior and treatment from high level people, especially in your own team. You will be the luckiest if you end up in a team that has a great manager.   No growth opportunities. If u apply for other roles within the organization, you become the most unfavorable person on the team.   A lot of perception which is highly biased and doesn't work in your favor. If they don't want you they will find a reason you ensure you are gone. Double standards are hurtful to see. Hoping that with the new CEO, things will change for better."
Assistant,2016-03-30,"Assistant in Seattle, WA",2,,"The benefits cannot be overstated, they are unbelievably generous. The mission and resources available to ""drive toward impact"" (a very gatesian term) is noble and lofty. You may also get to work with some of the smartest, humblest, and nicest people in the world and learn so much.","It is more likely that you will work alongside people who are just trying to do their job and stay under the radar. Too many reorgs, too many bad managers, and too much political lobbying for too few promotions from within the organization. Program staff can only get so far and then they just get more work and more responsibility dumped on them and support staff have nowhere to go. When opportunities do arise, it is always a cattle call and survival of the fittest. The most politically well-connected win the day. Skill, experience, competency, commitment don't always mean anything."
Potential to be a truly premier employer,2017-07-19,"Director in Seattle, WA",4,,High caliber staff; mission-driven organization that is having global impact; challenging work that provides career development opportunities; exceptional benefits; very competitive base pay for most roles; workplace amenities.,"High workload and ineffective prioritization by leadership and managers creates employee burnout/frustration and failure to focus on highest priorities (org wide challenge); ongoing turnover of execs on operations side; inability to figure out business and resourcing model for global strategies; ongoing strategy changes/new directions require employees to be highly change agile and comfortable dealing with ambiguity, reorgs, new managers, etc.; terrible commute for Seattle employees due to Mercer/S. Lake Union congestion"
Constant Growth and Learning Opportunities,2012-02-22,"in Seattle, WA",5,,"* The mission and values of the company can't be beat * All health care covered, including domestic partners * Money Share Account in which 15% of your annual pay is automatically contributed by the foundation * They match your personal donations to charitable organizations by 3xs * Many opportunities for promotion if you are a self-starter and proactive * Lots of parents with young kids work here * Wonderful office/campus (across the street from the Seattle Center) *Great commuter benefits","*If you aren't liberal or progressive, this is NOT the place for you * Ethnic diversity is low, despite the work we do. Therefore you can feel like a ""colonizer"" at times. Most of the senior leadership at this (global organization) is white and male- and from South Africa at that. (They just replaced their Asian president of Global Health, and their female president of Global Development with white men- go figure.  * Passive-aggressive, but this also reflects the PNW/Seattle area * Lots of Type A people, and many who don't have a lot of personality * They often overhire, i.e., many of the program assistants (admin assist.) have two degrees."
"good foundation, great mission, questionable internal politics",2014-04-02,"IT Engineer in Seattle, WA",4,,"Great mission, loved the fact that you felt your work everyday impacted others who are less fortunate. The benefits, even as a contractor are great, snacks / drinks on site, wonderful location, right next to the space needle. Great compensation for my position, I have heard this is similar throughout the organization, at lots of levels. On-site cafeteria is amazing, probably on par with Microsoft campus, if not better.","Bizarre internal politics, team A will let team B fail just so they can claim 'they told you so', things I've never seen in corporate america or anywhere really. A lot of times as a contractor you will be dangled a carrot (of a full time position) that will never materialize (minor critique)."
Competitive Environment with very Smart Co-Workers,2013-09-22,"Program Coordinator in Seattle, WA",4,,"Everyone can agree that the Bill & Melinda Gates Foundation does world changing work. I have worked there in two different capacities two different times in the last 9 years and the culture of highly competitive, extremely intelligent people remain. The company still operates as a young organization in that it embraces new ideas and it's always evolving. People who dislike change would not be happy here. The benefits can't be beat and the environment is stunning in the new campus. They encourage working from home and remote work, which is helpful in the sometimes intense and stressful office environment.","This is a company of academics, there is not a lot of silliness or fun happening at this organization, which makes sense due to the importance of their mission. There is a competitive feeling throughout the company that can feel oppressive, but they still embrance a sense of creativity and change. They constantly re-org often with little to no notice or reasoning behind the changes which is pretty jarring, so you have to be someone who can embrance change easily to thrive in this environment."
Culture is intense. Mission is inspirational. Benefits are awesome!,2014-04-17,"Business Analyst in Seattle, WA",5,,"- You will never lose your job because of the economy - You will be around the most passionate, intelligent, and dedicated people on the planet - The benefits are incredible especially if you have a family","- You will likely lose your job because of burnout or a random reorganization - Consultants will probably get the roles you want. If you're working in supporting the mission outside of the grant-making process (such as in IT, Finance, HR etc), you will feel a little left out from the grantee-facing work - Culture is highly political and heroic efforts are expected. Sometimes, you will wonder whether better planning could have prevented the heroic efforts"
Where smart people go to feel stupid...,2015-11-22,"Senior Program Officer in Seattle, WA",3,,"Amazing bright colleagues, inspiring mission, great benefits, most people in the country will return your calls.  Great learning opportunities.","They hire some of the best and the brightest, but then give them little power to act on it. Unrealistic faith that great strategic planning and technology alone can change the world Too much value placed on to ""manage up"" -- especially to Bill (that guy in the corner office)"
The Hunger Games lived daily.,2016-02-09,"Business Analyst in Seattle, WA",1,,Mission & benefits but not worth abuse from colleagues and managers.,"Management is incompetent; crippled by bureaucracy. They can't make a decision without hiring at least two consulting firms tell them what they should do. The consulting firms have this figured out and take advantage at every turn, but management can't see it. Fear of technology and change is a core competency at the foundation. Stay away from IT if you like working with the latest and greatest technology. Change management and holding the users hand are the most critical elements of a project. If you don't like writing job aids for bone headed talks, the foundation is not for you. The foundation has implemented the stack ranking review process Microsoft abandoned two years ago. It was very interesting to see how it plays out in a female dominated workplace. It is much more brutal than at Microsoft. Lies about my character, that my boss knew was false ended up in my review. I've seen four people in four years get fired by my boss or direct reports because they don't like them. The environment reminds me of the sorority I quit in college. There is no teamwork."
Senior Program Officer,2018-11-15,"Anonymous Employee in Seattle, WA",3,,Bill and Melinda are tackling some of the toughest problems in the world. They do not give up on challenging issues. Employees are mission driven and care about the work they do. Lots of smart people to work with. Great benefits- full year off for paternity/maternity with pay.,"US Program senior leadership jumps when Bill raises an eyebrow. There is constant change on the tools used to get the job done. Silly issues like open space and where people sit dominate office politics. Motto is ""overthinking analysis"" which leads to public paralysis. Most of the work is feeding the machine."
Good place to work but not the best place to work.,2014-12-12,"Anonymous Employee in Seattle, WA",2,,"Best benefit package. Great retirement benefits.  Some awesome pool of smart super intelligent people.  People from diverse background understand and follow the mission. Great campus. Get to meet with Bill & Melinda, Mr. Bill Sr., and also Warren Buffet.","Not the best place to work. Hurts to see that many people don't even follow the mission. Apparently 'All lives have equal value', is not practiced by each manager. Amazing to see that your title speaks so much about the behavior and treatment from high level people, especially in your own team. You will be the luckiest if you end up in a team that has a great manager.   No growth opportunities. If u apply for other roles within the organization, you become the most unfavorable person on the team.   A lot of perception which is highly biased and doesn't work in your favor. If they don't want you they will find a reason you ensure you are gone. Double standards are hurtful to see. Hoping that with the new CEO, things will change for better."
Assistant,2016-03-30,"Assistant in Seattle, WA",2,,"The benefits cannot be overstated, they are unbelievably generous. The mission and resources available to ""drive toward impact"" (a very gatesian term) is noble and lofty. You may also get to work with some of the smartest, humblest, and nicest people in the world and learn so much.","It is more likely that you will work alongside people who are just trying to do their job and stay under the radar. Too many reorgs, too many bad managers, and too much political lobbying for too few promotions from within the organization. Program staff can only get so far and then they just get more work and more responsibility dumped on them and support staff have nowhere to go. When opportunities do arise, it is always a cattle call and survival of the fittest. The most politically well-connected win the day. Skill, experience, competency, commitment don't always mean anything."
I wish every job was like this,2015-10-05,"in Seattle, WA",5,,Excellent pay and benefits Lot of fun activities within departments You get to work with very smart and creative people that are dedicated to their work and making the world a better place,"None except that It's hard to get a job here. I was really hoping that my contract would turn into a position but I was not so lucky. Regardless, I still enjoyed my year there"
Useful observations for people considering a job at the foundation,2013-01-21,"Financial Manager in Seattle, WA",4,,"• It is a fast-paced and constantly evolving place. If you don’t enjoy being an active part of a changing environment or dealing with uncertainty, this can be a stressful place. If you thrive in dynamic environments, you will find lots of opportunity to shape how the organization does business.  • The foundation is in a lucky situation to attract highly capable people. If you used to be the top performer on your team in your prior job, don’t be surprised if you’re suddenly surrounded by people who are equally smart, dedicated and high performing. It is up to you whether you choose to check your ego at the door and get excited about working with such a peer group or whether you get intimidated and feel like others are out-shining you. Contrary to some other comments, I haven’t seen much backstabbing going on, but I can imagine that some people used to feel more exceptional before joining the foundation and end up interpreting their new environment as less friendly than it really is.  • The diversity of people’s careers is impressive – many have deep scientific backgrounds, others are business people or have worked in policy-related jobs. The workforce is very international, though it would be good to continue to grow the share of people coming from developing countries. Having the openness and flexibility to work effectively with a broad spectrum of people is crucial for someone to enjoy working at the foundation.  • There is a substantial amount of bureaucracy involved in the foundation’s work, and given the incredible number and size of investments that are being made every year, this is no surprise (for comparison, think about a corporate procurement department that processes $3-4bn in contracts every year, many of which go to overseas organizations and involve complex issues such as IP, clinical trials, etc.). The foundation’s business processes are maturing continuously and I’ve seen considerable progress since I joined. To be frank, working here is not all about inventing new ways to save kids in Africa, it is also about doing the necessary due diligence and paperwork that goes into making responsible long-term investments.  • I got a sense that manager effectiveness and career development were not prioritized in the foundation’s early years. In the last couple of years, however, we’ve seen strong awareness of these topics among senior management, accompanied by very concrete steps taken to address them. The foundation is moving gradually toward a mature business that figures out how to manage its talent more effectively. I’ve been very satisfied with my superiors since I joined, but can understand that others were perhaps less lucky and found themselves working for a boss whose strengths were in vaccine science and not people management.  • Benefits are excellent. Pay is very good for a non-profit, though it may be higher in the private sector for certain job profiles. However, if these are important factors in your decision to work for the foundation, you should probably ask yourself if you really belong here.","See under PROs Many aspects of working at the foundation have a positive and a negative side. I attempted to explain in a balanced way and posted them above.  Personally, I am very satisfied with my job at the foundation and would say that the pros clearly outweigh the cons."
Where smart people go to feel stupid...,2015-11-22,"Senior Program Officer in Seattle, WA",3,,"Amazing bright colleagues, inspiring mission, great benefits, most people in the country will return your calls.  Great learning opportunities.","They hire some of the best and the brightest, but then give them little power to act on it. Unrealistic faith that great strategic planning and technology alone can change the world Too much value placed on to ""manage up"" -- especially to Bill (that guy in the corner office)"
"Bad culture and employees are used, burnt out and discarded.",2017-10-26,"Senior Program Officer in Seattle, WA",1,,"The BMGF is a place where you can make a difference, but see below for the downsides. Working for the BMGF is very interesting and can be rewarding, but you need to celebrate internally because no one ever says 'thank you' or 'good job'.","Terrible work environment and culture. The pace and the demands of the job eventually wear you down mentally and physically and many employees end up needing mental health care. Everyone who works on a scientific or technical team is eventually forced out of the organization by their manager or management, usually in a horrible undignified way. Employees are used by the organization until they are burned out and then they are cast adrift. The co-chairs when asked will admit that they aren't looking for long term employees. What matters most to the BMGF is the Gates' family brand."
"Not perfect, but overall a good place to work",2016-05-21,"Anonymous Employee in Seattle, WA",4,,"Incredible, inspiring mission. Opportunity to work with lots of smart, committed and talented people both within and outside the organization For a non-profit, the compensation is above average Great benefits","High workload Work environment can be dysfunctional, depending on which team you work with Too much politics and drama"
"Great Benefits, Tough Environment",2017-09-18,"Senior Program Officer in Seattle, WA",4,,"Terrific mission, great benefits, lots of opportunity to do good work. Looks good on the CV.","A perfectionist culture, (everything is ""over-worked""). This probably comes from the style and preferences at the very top (and hence is unlikely to change). The CEO is trying to improve management capabilities (as distinct from scientific and leadership capabilities), but this is slow going. Arrogance is still a big problem in some quarters."
Great opportunity to see your daily work have an impact on the world,2011-12-27,"Program Assistant in Seattle, WA",4,,"-Mission -Competitive compensation -Opportunity to work with brilliant individuals -The senior leadership team truly believes that every life has equal value -International travel opportunities for Program Assistants -Program Assistants are highly regarded assets and not just ""admins"" as seen in other organizations.","-Very lateral organization with little room for career advancement beyond a program assistant role -As a contracted employee through Volt many of my colleagues referred to and treated me as a ""second class citizen"", because I did not have the same privileges as full time employees -Cliquey and difficult to be ""accepted"" by other Program Assistants"
"Best of Times, Worst of Times",2014-10-07,"Professional/Program in Seattle, WA",3,,"-Phenomenal salary and benefits. -Very bright colleagues -Access to the best minds and most cutting-edge work in your field -Opportunity to support amazing people doing amazing work -Culture of genuine commitment to mission by both staff and management (though I encountered some careerists, too) -Excellent work flexibility as long as you perform, and the tools you need to take advantage of that flexibility -Great business/IT/ops/travel/Events, etc support teams. -Great food, generous events.","-What others have written about the politics and bureaucracy are true. The place can sometimes feel like something out of Kafka or Heller.  -It's also true that it can be a very cut-throat place, but that varied by team, manager, and director.  -And it's also true about the perpetually shifting sands, continual reorgs, and endless Powerpoints. I think one reason for this is the unrealistic goal-setting, at least in some program areas. Departments often set themselves up for failure by setting goals that are nearly impossible and whose achievement they have no control over.  -Permanent sense of inadequacy: Despite year after year of positive reviews and 360s there was always a nagging sense of inadequacy. (As one colleague, a Stanford PhD, once put it, ""I've never worked anywhere where I felt so dumb."") I felt bad about myself all the time, even when I was winning awards for service. -There is a lot of churn, and very little chance for advancement. But it should be noted that the organization is very up-front about this. They make it clear: No career ladder. And while there are no formal ""term limits"" for program staff, there's an expectation that you'll cycle back into your field after 3-5 years. -All the policies and tools that enable you to work anytime, anywhere--which is great for flexibility--can, along with all the pressure, make work-life balance difficult. (But some managers and directors do try to mitigate the problem, with some success.)"
"Toxic, hypocritical organization",2014-02-08,"Analyst in Seattle, WA",2,,"good salary, some good friends, interesting projects, helping people globally - not much else I can say. Oh yes, nice campus, but the ""security"" people are absolutely suffocating and arrogant.","horrid management, game playing, toxic/incompetent management, WAY too many contractors that create undue pressure and a revolving door, competitive environment where people stab each other in the back and get away with it, the worst HR team on the planet. SO glad I'm gone from this place. The only thing that kept me there was the money/benefits, but I just nailed a role with someone else making more. Nice... Can't wait to recruit the good people way from this toxic organization."
I would not go back to BMGF if they paid me a million dollars/year.,2015-11-20,"Communications Officer in Seattle, WA",2,,"The pay and benefits are outstanding. There is certainly a feeling of ""cache"" when you work at Gates, the people you meet are incredibly intelligent, the travel can be exhausting but so satisfying.","I would not go back to BMGF if they paid me a million dollars/year. This is an organization that is so poorly run, that wastes *unbelievable* amounts of money, that ""re-orgs"" departments every time someone sneezes (laying off long-term employees, moving people around like chess pieces). Top-heavy, cliques, does not care about the human beings who work there; we were all just bodies and brains to play with."
Horrible culture and lousy hiring,2017-04-25,"Anonymous Employee in Seattle, WA",2,,Great benefits and competitive salary.,"This is not a company that lives by a set of principles. If you ask any employee, what are the principles you think that operate here - most likely answer will be ""selfishness"" - which is counterintuitive when you look at the mission. Arrogant self-promoters and middle management with no values is the norm here. There is a belief in ""rock star"" syndrome which deters collaboration and stifles ""growth mindset."" The place is inundated with political hawks who are there to score points at the expense of the mission. Humility is not appreciated nor rewarded."
It really depends on your team,2016-03-27,"Associate Program Officer in Seattle, WA",3,,"-These are the smartest people I've ever worked with. Very little ""dead weight"" that you find at other organizations in this field. Most people here are here because they want to be, otherwise they could make a lot more money in big pharma. -Compared to other non-profits, staff are very well supported (in terms of assistants, travel, etc.) Probably less than private sector though. -No easy problems. The work is always challenging. -Great benefits.","-The mandate is always expanding, but human resources are closely capped. Always asked to do more with less. -Happiness here really depends on your team. A few teams are really well-managed, and those folks are very happy. But that's the minority. -Really top-heavy structure that focuses on bringing in top talent at the top but does not work to grow their people from within.  -Many technical experts put into management positions that are not in their skill set.  -Tendency to gloss over the root causes of staff dissatisfaction by having more ""team-building"" and parties, but not fixing fundamental flaws. -Program assistant and contract staff are often treated wretchedly. We hire all these bright, enthusiastic kids in their early 20s with MAs already who think being a PA is a foot in the door here, but it isn't, and then they are so unhappy in assistant roles."
There are much better places to dedicate your time and talents to!,2018-02-01,"Senior Program Officer in Seattle, WA",2,,"Flexibility, good work/life balance (besides the travel, but that comes with the industry), generous benefits, and the chance to work with some fantastic grantees and partners.","Disfunction comes from the very top, and creates a lot of fear, toxicity, inefficiencies, and wasted resources. Although large in staff size and endowment, Gates is a family foundation with active benefactors and has never (successfully) reckoned with the fact that family values, perspectives, and ways of engaging with staff might be fundamentally at odds with the ""data-driven, impact-oriented, feminist (ha!)"" institution that BMGF spins itself as. The generosity of the Gates Family is (obviously) worthy of celebration and respect, but they often treat their staff with disrespect and create a culture where fear of being wrong (or, gasp, just acknowledging we don't have all the answers) gets in the way of any genuine learning, sharing, and progress.   There is also a culture of constant complaining and negativity that gets old immediately. The lack of humility (and, to be frank, connection to reality) is truly astounding; it's an institution and culture that celebrates and seems to incentivize grandstanding amongst all levels of staff.   I had a decent boss, autonomy with my work, and loved making grants, but the culture and leadership was uninspiring on the best days and painful the rest of the time. I've worked at a variety of academic, public, and private institutions over the past several decades and have never had a workplace where people crying (yes, crying) was a regular occurrence. Leaving felt incredibly freeing, and I have been much, much happier at another global health institution."
"Strong mission, hard culture",2017-10-13,"Program Officer in Seattle, WA",2,,"Smart colleagues, mission, pay, benefits, physical space, impact on the world. Some marginal improvements in the culture. CEO ethical and has good ideas. Bill and Melinda are inspiring and the work is really important.","I’ve been at the foundation for 10 years and the lack of collaboration at exec level remains a challenge. Lot of good talk about culture but everyone knows that senior execs throw each other under the bus and go to Bill to get funding. Loss of top operations leaders (COO earlier, CFO leaving soon), who modeled the right collaborative behavior and culture attributes, has been disheartening. Commute to/from east side getting worse and worse."
Great mission; poor culture,2017-01-19,"Senior Program Officer in Seattle, WA",2,,"Work on large-scale, transformative solutions to gnarly global challenges. There is no other place that does this kind of work at this scale. People are very smart (& they know it!).","The culture is very bad and management is very slow to implement change. A recent employee survey quoted the culture as one of ""sharks and vultures."" There is also an unspoken hubris centered around the 'white savior' complex that manifests itself in the outsized influence we have in the global development space. This is due, in part, to the lack of diversity in hiring both ethnically and academically. It is not a humble organization and it does not hire a lot of humble people b/c the outspoken, self-promoters are rewarded and thus, that behavior is reinforced. I have seen my colleagues plagiarize the work of our grantees, take credit for work they did not do (through benign 'lack of acknowledgement'), relentlessly self-promote, and hide failures in order to protect their reputations - all so, they can be visible. Additionally, there are few opportunities to get promoted despite the plethora of jobs. In one instance, I heard a manager say that ""we hire for a job; not a career.""  Even many long term staff admit that the only reason they stay is b/c of the ""golden handcuffs."" The salary and benefits are so generous that it makes it hard to leave, especially in Seattle where there are few other options where you can go to do mission-oriented work and still make a corporate salary."
The awesome benefits in no way justify the lack of leadership and general decency for many are treated.,2012-03-31,"in Seattle, WA",2,,The benefits package is great and comprehensive. New campus is beautiful and gives an appearance of transparency. Location near Space Needle is a bonus.,"No understanding of the difference between leadership and managing/supervising. Non liberal/democrats will be shunned -- in the most passive/agressive manner possible, as this is predominant personality trait at foundation. High-school cliques, bad-behavior, gossip and mis-information determine one's perceived value, as senior-most managers take and any bits of information to churn out what they later call ""performance reveiws"".  HR exists to protect upper management, period. No ability for this entity to assess, resolve, mentor, guide or direct employees that don't see eye to eye to resolution."
"Toxic, hypocritical organization",2014-02-08,"Analyst in Seattle, WA",2,,"good salary, some good friends, interesting projects, helping people globally - not much else I can say. Oh yes, nice campus, but the ""security"" people are absolutely suffocating and arrogant.","horrid management, game playing, toxic/incompetent management, WAY too many contractors that create undue pressure and a revolving door, competitive environment where people stab each other in the back and get away with it, the worst HR team on the planet. SO glad I'm gone from this place. The only thing that kept me there was the money/benefits, but I just nailed a role with someone else making more. Nice... Can't wait to recruit the good people way from this toxic organization."
Director,2017-05-04,"Director in Seattle, WA",4,,"It is the best of all worlds; mission driven, in a time in history that is unique, where our mission is understood and has such an opportunity for impact at scale; enough resources and investments to gain personal experience and personal growth; In the middle of defining and building a great internal culture; Amazing benefits, fulfilling work, good people, emerging values.","Get stuck in old stories, emphasize the complexity and difficulty in the work rather than the opportunity, put self care behind the mission and in turn lessen our impact."
I would not go back to BMGF if they paid me a million dollars/year.,2015-11-20,"Communications Officer in Seattle, WA",2,,"The pay and benefits are outstanding. There is certainly a feeling of ""cache"" when you work at Gates, the people you meet are incredibly intelligent, the travel can be exhausting but so satisfying.","I would not go back to BMGF if they paid me a million dollars/year. This is an organization that is so poorly run, that wastes *unbelievable* amounts of money, that ""re-orgs"" departments every time someone sneezes (laying off long-term employees, moving people around like chess pieces). Top-heavy, cliques, does not care about the human beings who work there; we were all just bodies and brains to play with."
program assistant,2015-12-19,"Anonymous Employee in Seattle, WA",4,,"Great colleagues, great mission, great atmosphere and great benefits. Lots of interesting trainings and guest speakers available on campus","Always feel like the dumb one in the room, quite stressful and low pay for support positions. Managers not always trained in management skills. Limited advancement opportunities."
Horrible culture and lousy hiring,2017-04-25,"Anonymous Employee in Seattle, WA",2,,Great benefits and competitive salary.,"This is not a company that lives by a set of principles. If you ask any employee, what are the principles you think that operate here - most likely answer will be ""selfishness"" - which is counterintuitive when you look at the mission. Arrogant self-promoters and middle management with no values is the norm here. There is a belief in ""rock star"" syndrome which deters collaboration and stifles ""growth mindset."" The place is inundated with political hawks who are there to score points at the expense of the mission. Humility is not appreciated nor rewarded."
"Contribute to the greater good, but make sure you take care of yourself",2014-11-10,"Anonymous Employee in Seattle, WA",4,,"The mission is fantastic. The benefits are amazing. If you are on a good team, the colleagues are great. Most people have their heart in the right place.",It's a large group of type-A personalities in one space. Tools don't always work together. Can be very bogged down with red tape and the culture can be fraught with minefields. Some teams are quite dysfunctional.
It really depends on your team,2016-03-27,"Associate Program Officer in Seattle, WA",3,,"-These are the smartest people I've ever worked with. Very little ""dead weight"" that you find at other organizations in this field. Most people here are here because they want to be, otherwise they could make a lot more money in big pharma. -Compared to other non-profits, staff are very well supported (in terms of assistants, travel, etc.) Probably less than private sector though. -No easy problems. The work is always challenging. -Great benefits.","-The mandate is always expanding, but human resources are closely capped. Always asked to do more with less. -Happiness here really depends on your team. A few teams are really well-managed, and those folks are very happy. But that's the minority. -Really top-heavy structure that focuses on bringing in top talent at the top but does not work to grow their people from within.  -Many technical experts put into management positions that are not in their skill set.  -Tendency to gloss over the root causes of staff dissatisfaction by having more ""team-building"" and parties, but not fixing fundamental flaws. -Program assistant and contract staff are often treated wretchedly. We hire all these bright, enthusiastic kids in their early 20s with MAs already who think being a PA is a foot in the door here, but it isn't, and then they are so unhappy in assistant roles."
There are much better places to dedicate your time and talents to!,2018-02-01,"Senior Program Officer in Seattle, WA",2,,"Flexibility, good work/life balance (besides the travel, but that comes with the industry), generous benefits, and the chance to work with some fantastic grantees and partners.","Disfunction comes from the very top, and creates a lot of fear, toxicity, inefficiencies, and wasted resources. Although large in staff size and endowment, Gates is a family foundation with active benefactors and has never (successfully) reckoned with the fact that family values, perspectives, and ways of engaging with staff might be fundamentally at odds with the ""data-driven, impact-oriented, feminist (ha!)"" institution that BMGF spins itself as. The generosity of the Gates Family is (obviously) worthy of celebration and respect, but they often treat their staff with disrespect and create a culture where fear of being wrong (or, gasp, just acknowledging we don't have all the answers) gets in the way of any genuine learning, sharing, and progress.   There is also a culture of constant complaining and negativity that gets old immediately. The lack of humility (and, to be frank, connection to reality) is truly astounding; it's an institution and culture that celebrates and seems to incentivize grandstanding amongst all levels of staff.   I had a decent boss, autonomy with my work, and loved making grants, but the culture and leadership was uninspiring on the best days and painful the rest of the time. I've worked at a variety of academic, public, and private institutions over the past several decades and have never had a workplace where people crying (yes, crying) was a regular occurrence. Leaving felt incredibly freeing, and I have been much, much happier at another global health institution."
It's better than you've heard,2013-11-25,"Associate Program Officer in Seattle, WA",4,,"Working at the Gates Foundation provides an opportunity to be on the leading edge of work in your field with very smart colleagues, generous salary / benefits, and immense resources. People are, by and large, there because they're passionate about what they're doing. The Foundation is working very consciously to improve both their external and internal reputation. The connections you make while working there will take your career in amazing directions.","Seattle culture infiltrates the Foundation. There's a lot of talking and there can be annoying turf issues. Expensive outside consultants are used too often and consultant-speak unintelligible to normal humans is ubiquitous (e.g. ""boil the ocean"", ""surface learnings"", ""convening""). It is a family foundation, too, which means that an extraordinary amount of energy and time are devoted to getting and keeping the ""co-chairs"" engaged in your work. If they don't get or agree with the direction of where you're going, it doesn't happen. There is a definite bias toward technology solutions, even where they aren't appropriate. And it is easily the most narcissistic place I have ever worked. ""Tell us more about us! Tell us how bad we are! We want your open and honest feedback!"" My biggest frustration is the lack of internal mentors or conscious career development. That and ""the matrix""-- which alludes to the number of people you need to involve in anything you do. It's been humbling. Know that it is not a ""dream job"".   The best way to get there is to be great at what you do in your field. I ignore anyone who hits me up on LinkedIn because they've ""always wanted to work at the Foundation!"". That starts happening a lot once you begin working there."
"Strong mission, hard culture",2017-10-13,"Program Officer in Seattle, WA",2,,"Smart colleagues, mission, pay, benefits, physical space, impact on the world. Some marginal improvements in the culture. CEO ethical and has good ideas. Bill and Melinda are inspiring and the work is really important.","I’ve been at the foundation for 10 years and the lack of collaboration at exec level remains a challenge. Lot of good talk about culture but everyone knows that senior execs throw each other under the bus and go to Bill to get funding. Loss of top operations leaders (COO earlier, CFO leaving soon), who modeled the right collaborative behavior and culture attributes, has been disheartening. Commute to/from east side getting worse and worse."
Great place to work!,2016-08-26,"Program Assistant in Seattle, WA",5,,"Amazing benefits, beautiful campus and meaningful work. The people who work there are passionate for what they do and believe in the mission.","The issues that are worked on are so important that work life balance can be a struggle. When a person knows that their work might impact people's lives they tend to put more time and effort into it, meaning home life can suffer."
Real commitment to culture change.,2016-07-01,"Operations Manager in Seattle, WA",4,,"An amazing mission, many wonderful caring people, challenging global problems, and incredible resources make for a stimulating and dynamic environment.","There's a serious effort underway to improve the culture, and unlock the true potential of this place. It will take some time, but I'm impressed with our CEO's commitment. Culture is a top priority for her and I'm seeing hopeful signs that we're on the right path."
Happy Happy,2016-11-30,"in Vienna, VA",5,,"Absolutely compelling mission and an opportunity to work with world-class people from all over the world in health, development and education. There is some turn over at the foundation and most professionals come in at a mid-point in their careers and stay for a few years before moving on to the next big thing.","Sometimes difficult to see the nexus between the work being done in Seattle and how it is actually affecting people in the ""field."" Management is improving - in particular with some recent hires of true managers in the fields the foundation works in."
Deputy Director,2015-12-23,"Deputy Director in Seattle, WA",4,,You get to work with extremely smart and impressive colleagues. You get to invest in creative entrepreneurs and innovators who are trying to change the world for the better.,"It takes almost a year to earn ""your operating license"" within the organization and too much time is spent on internal process versus investing and working with the field to maximize impact."
Great mission; poor culture,2017-01-19,"Senior Program Officer in Seattle, WA",2,,"Work on large-scale, transformative solutions to gnarly global challenges. There is no other place that does this kind of work at this scale. People are very smart (& they know it!).","The culture is very bad and management is very slow to implement change. A recent employee survey quoted the culture as one of ""sharks and vultures."" There is also an unspoken hubris centered around the 'white savior' complex that manifests itself in the outsized influence we have in the global development space. This is due, in part, to the lack of diversity in hiring both ethnically and academically. It is not a humble organization and it does not hire a lot of humble people b/c the outspoken, self-promoters are rewarded and thus, that behavior is reinforced. I have seen my colleagues plagiarize the work of our grantees, take credit for work they did not do (through benign 'lack of acknowledgement'), relentlessly self-promote, and hide failures in order to protect their reputations - all so, they can be visible. Additionally, there are few opportunities to get promoted despite the plethora of jobs. In one instance, I heard a manager say that ""we hire for a job; not a career.""  Even many long term staff admit that the only reason they stay is b/c of the ""golden handcuffs."" The salary and benefits are so generous that it makes it hard to leave, especially in Seattle where there are few other options where you can go to do mission-oriented work and still make a corporate salary."
The awesome benefits in no way justify the lack of leadership and general decency for many are treated.,2012-03-31,"in Seattle, WA",2,,The benefits package is great and comprehensive. New campus is beautiful and gives an appearance of transparency. Location near Space Needle is a bonus.,"No understanding of the difference between leadership and managing/supervising. Non liberal/democrats will be shunned -- in the most passive/agressive manner possible, as this is predominant personality trait at foundation. High-school cliques, bad-behavior, gossip and mis-information determine one's perceived value, as senior-most managers take and any bits of information to churn out what they later call ""performance reveiws"".  HR exists to protect upper management, period. No ability for this entity to assess, resolve, mentor, guide or direct employees that don't see eye to eye to resolution."
Stressful Environment,2015-11-19,"Program Assistant in Seattle, WA",3,,Benefits are amazing and you are exposed to ground breaking and important ideas and leaders. The people that work there are very mindful and caring in their pursuit to solve some of the world's biggest problems.,Very stressful environment. They suck the life out of you. There is no work-life balance even though they try to convince you there is. The upper management is not in touch with what the real work involves. They take imprudent shortcuts to look like they are saving money. There is a definite imbalance between the intellectual/academic knowledge and good business practices. They hire for a very specific bit of expertise and then there is verylittle mobility within the organization -- especially at the lower levels.
